symbol,trade_date,bar_time,clock_time,proxy_action_label,forward_return_5,max_favorable_return_5,max_adverse_return_5,push_efficiency,close_vs_vwap,close_location,late_session_integrity_score,burst_then_fade_score,reclaim_after_break_score
300308,2026-03-24,2026-03-24 14:10:00,14:10:00,hold_probe,0.00679117,0.00764007,-0.00169779,-0.4522293,0.00329888,0.50955414,0.0,0.00185602,-0.00190101
300308,2026-03-24,2026-03-24 14:11:00,14:11:00,hold_probe,0.00516489,0.00914049,-5.097e-05,-0.38679245,0.00241438,0.55660377,0.0,0.00075466,-0.00239389
300308,2026-03-24,2026-03-24 14:12:00,14:12:00,add_probe,0.00499261,0.00866066,-0.00023774,0.57142857,0.00263979,0.63265306,0.0,0.00038034,0.00042474
300308,2026-03-24,2026-03-24 14:13:00,14:13:00,add_probe,0.0034697,0.00531456,-0.00123555,0.87866109,0.00544453,0.87866109,0.0,0.00063346,0.00309067
300308,2026-03-24,2026-03-24 14:14:00,14:14:00,add_probe,0.00656603,0.00656603,0.0,0.60185185,0.00527047,0.75925926,0.0,0.00040119,-0.00108322
300308,2026-03-24,2026-03-24 14:15:00,14:15:00,add_probe,0.00367622,0.00573356,-0.00269815,0.80620155,0.00814714,0.80620155,0.0,0.00106657,0.00351994
300308,2026-03-24,2026-03-24 14:16:00,14:16:00,hold_probe,0.00831601,0.00840052,-0.00038876,-0.77118644,0.00517159,0.00847458,0.0,0.00485872,-0.0046543
300308,2026-03-24,2026-03-24 14:17:00,14:17:00,add_probe,0.00991872,0.0100708,-3.379e-05,0.43902439,0.00522858,1.0,0.0,-0.0,-8.451e-05
300308,2026-03-24,2026-03-24 14:18:00,14:18:00,add_probe,0.01003576,0.01200918,-0.00048914,0.63157895,0.00670843,0.6374269,0.0,0.0008809,0.00177422
300308,2026-03-24,2026-03-24 14:19:00,14:19:00,add_probe,0.00833894,0.00874243,-0.00050437,0.95927602,0.00925941,1.0,0.0,-0.0,0.00274929
300308,2026-03-24,2026-03-24 14:20:00,14:20:00,hold_probe,0.00480527,0.00809839,-0.00114251,0.17894737,0.00867496,0.35789474,0.0,0.00350454,0.0001345
300308,2026-03-24,2026-03-24 14:21:00,14:21:00,add_probe,0.00325203,0.00578325,-0.00110636,0.65238095,0.01051112,0.97619048,0.0,6.921e-05,0.00115931
300308,2026-03-24,2026-03-24 14:22:00,14:22:00,hold_probe,-0.00028443,0.00388168,-0.00113773,0.58510638,0.01159233,0.95212766,0.0,0.00016872,0.00078786
300308,2026-03-24,2026-03-24 14:23:00,14:23:00,hold_probe,0.00136934,0.00166992,-0.00305596,0.46,0.01136341,0.532,0.0,0.00381272,0.00162294
300308,2026-03-24,2026-03-24 14:24:00,14:24:00,hold_probe,0.00235094,0.00291783,-0.00460184,0.59872611,0.01220652,0.95541401,0.0,8.711e-05,0.00060117
300308,2026-03-24,2026-03-24 14:25:00,14:25:00,hold_probe,0.00356163,0.00580229,-0.00115377,-0.62318841,0.0087237,0.37681159,0.0,0.0023679,-0.00746965
300308,2026-03-24,2026-03-24 14:26:00,14:26:00,add_probe,0.00252302,0.00504603,-0.00190479,0.5,0.0090806,0.575,0.0,0.00054206,0.00035115
300308,2026-03-24,2026-03-24 14:27:00,14:27:00,hold_probe,0.00401667,0.00669445,-1.674e-05,-0.66666667,0.00709518,0.10884354,0.0,0.00145834,-0.00354225
300308,2026-03-24,2026-03-24 14:28:00,14:28:00,hold_probe,-0.00158426,0.00310181,-0.00241808,0.93859649,0.01026559,0.94298246,0.0,0.00022953,0.00356479
300308,2026-03-24,2026-03-24 14:29:00,14:29:00,close_probe,-0.00504017,0.0,-0.00504017,0.80851064,0.01152081,0.81914894,0.0,0.00116609,0.00250146
300308,2026-03-24,2026-03-24 14:30:00,14:30:00,hold_probe,-0.00204942,0.00138294,-0.00361564,0.02564103,0.00941561,0.14529915,0.15471476,0.00138896,-0.00360963
300308,2026-03-24,2026-03-24 14:31:00,14:31:00,hold_probe,0.0028,0.00321667,-0.00333333,-0.05932203,0.00875536,0.15254237,0.1019757,0.00126231,-0.00086642
300308,2026-03-24,2026-03-24 14:32:00,14:32:00,hold_probe,0.00326716,0.00348386,-0.00318381,-0.075,0.00830122,0.09166667,0.02496789,0.00122443,-0.00048333
300308,2026-03-24,2026-03-24 14:33:00,14:33:00,hold_probe,0.00551194,0.00551194,-0.0011692,-0.67777778,0.00601328,0.27777778,-0.39398672,0.00159169,-0.0048674
300308,2026-03-24,2026-03-24 14:34:00,14:34:00,hold_probe,0.00178888,0.00645334,-0.00023406,-0.64705882,0.0049681,0.0,-0.64209072,0.00084551,-0.00187072
300308,2026-03-24,2026-03-24 14:35:00,14:35:00,hold_probe,-0.00338932,0.00510903,-0.0039069,0.592,0.00614161,0.752,0.75814161,0.00054055,0.00110342
300308,2026-03-24,2026-03-24 14:36:00,14:36:00,reduce_probe,-0.00412179,0.00053184,-0.00844303,0.81939799,0.01030009,0.91638796,0.92668805,0.00063753,0.00457475
300308,2026-03-24,2026-03-24 14:37:00,14:37:00,reduce_probe,-0.00302391,0.00021599,-0.00875604,0.23170732,0.01014242,0.84146341,0.85160583,0.00030341,-0.00051522
300308,2026-03-24,2026-03-24 14:38:00,14:38:00,reduce_probe,-0.00488372,0.0,-0.0089701,0.40625,0.009872,1.0,1.009872,-0.0,-9.969e-05
300308,2026-03-24,2026-03-24 14:39:00,14:39:00,hold_probe,-0.00118489,0.0016188,-0.00435574,-0.83433735,0.00492349,0.15963855,-0.66977531,0.00393105,-0.0101495
300308,2026-03-24,2026-03-24 14:40:00,14:40:00,hold_probe,0.00237892,0.00547821,-0.00018428,-0.8778626,0.00095818,0.11832061,-0.75858381,0.00384947,-0.00819412
300308,2026-03-24,2026-03-24 14:41:00,14:41:00,hold_probe,-0.00111816,0.00163551,-0.00196929,0.575,0.00474903,1.0,1.00474903,-0.0,0.00365214
300308,2026-03-24,2026-03-24 14:42:00,14:42:00,hold_probe,-0.00169986,0.00021665,-0.00338305,1.0,0.00608721,1.0,1.00608721,-0.0,0.00133511
300308,2026-03-24,2026-03-24 14:43:00,14:43:00,hold_probe,0.00098488,0.00106834,-0.00173605,-0.89380531,0.0043031,0.00884956,-0.88065266,0.00170644,-0.00331639
300308,2026-03-24,2026-03-24 14:44:00,14:44:00,hold_probe,0.00180451,0.00200501,-0.00055138,-0.53773585,0.0032948,0.45283019,-0.08161086,0.00080208,-0.00267085
300308,2026-03-24,2026-03-24 14:45:00,14:45:00,hold_probe,0.00093594,0.00228971,-5.014e-05,-0.24637681,0.00297189,0.23188406,-0.01152086,0.00069025,-0.00083542
300308,2026-03-24,2026-03-24 14:46:00,14:46:00,hold_probe,0.00238919,0.0024226,0.0,0.34693878,0.00326695,0.46938776,0.47265471,0.00035964,0.00028412
300308,2026-03-24,2026-03-24 14:47:00,14:47:00,add_probe,0.00332204,0.00412333,-0.00055089,0.96153846,0.00405534,0.96153846,0.9655938,2.793e-05,0.00083538
300308,2026-03-24,2026-03-24 14:48:00,14:48:00,add_probe,0.00551989,0.00597015,-0.00158426,0.91176471,0.00501713,0.92647059,0.93148771,9.503e-05,0.00101831
300308,2026-03-24,2026-03-24 14:49:00,14:49:00,hold_probe,0.00675473,0.00903966,-0.00146769,-0.24137931,0.00479805,0.5862069,0.34962564,0.00028067,-0.00051697
300308,2026-03-24,2026-03-24 14:50:00,14:50:00,hold_probe,0.0054935,0.01020221,0.0,-0.74193548,0.00354666,0.20430108,-0.53408775,0.00175544,-0.0026185
300308,2026-03-24,2026-03-24 14:51:00,14:51:00,add_probe,0.00630042,0.00840056,0.0,0.95412844,0.00521635,0.98165138,0.98686773,4.579e-05,0.00178664
300308,2026-03-24,2026-03-24 14:52:00,14:52:00,add_probe,0.0032944,0.00662208,-3.328e-05,0.68831169,0.00670631,0.68831169,0.69501799,0.00142364,0.00176678
300308,2026-03-24,2026-03-24 14:53:00,14:53:00,hold_probe,0.00038145,0.00338331,-0.00145947,0.86995516,0.0095363,0.87892377,0.88846007,0.00071741,0.00319457
300308,2026-03-25,2026-03-25 09:31:00,09:31:00,close_probe,-0.00740471,0.00049153,-0.01130526,0.63111111,0.04099536,0.85333333,0.0,0.00778195,0.04557436
300308,2026-03-25,2026-03-25 09:32:00,09:32:00,hold_probe,0.00106685,0.00394892,-0.00689468,-0.35752688,0.03133687,0.60080645,0.0,0.00766423,-0.01552293
300308,2026-03-25,2026-03-25 09:33:00,09:33:00,hold_probe,0.00063726,0.00447673,-0.00637257,0.13399504,0.02892366,0.42183623,0.0,0.00232093,-0.00375784
300308,2026-03-25,2026-03-25 09:34:00,09:34:00,hold_probe,0.00791949,0.00889543,-0.00164789,-0.35974643,0.02327112,0.21394612,0.0,0.00399038,-0.0105944
300308,2026-03-25,2026-03-25 09:35:00,09:35:00,hold_probe,0.00168792,0.0063536,-0.00625806,0.7375,0.02720586,0.995,0.0,1.242e-05,0.0030718
300308,2026-03-25,2026-03-25 09:36:00,09:36:00,hold_probe,0.00230028,0.00953659,-0.00311497,-0.51025641,0.0230935,0.23333333,0.0,0.00283935,-0.0077549
300308,2026-03-25,2026-03-25 09:37:00,09:37:00,hold_probe,0.00081121,0.0052331,-0.00427874,0.41770186,0.02588698,0.7189441,0.0,0.00397253,0.00116612
300308,2026-03-25,2026-03-25 09:38:00,09:38:00,hold_probe,0.00334347,0.00619338,-0.00332755,0.09792285,0.02421331,0.45697329,0.0,0.00210016,-0.00435827
300308,2026-03-25,2026-03-25 09:39:00,09:39:00,reduce_probe,-0.00092065,0.00315878,-0.00633343,0.45721271,0.02638785,0.85085575,0.0,0.00095688,0.00050948
300308,2026-03-25,2026-03-25 09:40:00,09:40:00,hold_probe,-0.00246403,0.00252762,-0.00484858,-0.32081911,0.02390279,0.0,0.0,0.00446553,-0.00298417
300308,2026-03-25,2026-03-25 09:41:00,09:41:00,reduce_probe,-0.00694876,0.00508407,-0.00803251,-0.51666667,0.02097413,0.48333333,0.0,0.00118106,-0.0073921
300308,2026-03-25,2026-03-25 09:42:00,09:42:00,reduce_probe,-0.01064844,0.00228862,-0.0114431,0.46623794,0.0233737,0.99678457,0.0,1.357e-05,0.0006375
300308,2026-03-25,2026-03-25 09:43:00,09:43:00,reduce_probe,-0.00691855,0.00071407,-0.01299608,0.49746193,0.02453507,0.85786802,0.0,0.00034586,0.0004609
300308,2026-03-25,2026-03-25 09:44:00,09:44:00,close_probe,-0.0105019,-0.00019065,-0.01177293,-0.41626794,0.02280773,0.41148325,0.0,0.00177877,-0.00384011
300308,2026-03-25,2026-03-25 09:45:00,09:45:00,reduce_probe,-0.008749,0.00164143,-0.01083665,-0.5245098,0.01941905,0.12254902,0.0,0.0022602,-0.00646637
300308,2026-03-25,2026-03-25 09:46:00,09:46:00,hold_probe,-0.00263204,0.00547272,-0.00383572,-0.72058824,0.01184085,0.11111111,0.0,0.01215693,-0.01513944
300308,2026-03-25,2026-03-25 09:47:00,09:47:00,hold_probe,-0.00094779,0.0064257,-0.00289157,-0.30569948,0.01065584,0.25906736,0.0,0.00257287,-0.00269624
300308,2026-03-25,2026-03-25 09:48:00,09:48:00,reduce_probe,-0.00687088,0.00095873,-0.00819711,0.82820513,0.01588868,0.82820513,0.0,0.00073597,0.0053494
300308,2026-03-25,2026-03-25 09:49:00,09:49:00,hold_probe,-0.0043192,0.00242453,-0.0043192,-0.77664975,0.01074472,0.0786802,0.0,0.00524046,-0.01017848
300308,2026-03-25,2026-03-25 09:50:00,09:50:00,reduce_probe,-0.00712207,0.00321538,-0.00805453,-0.21052632,0.00928981,0.36288089,0.0,0.00373038,-0.00464033
300308,2026-03-25,2026-03-25 09:51:00,09:51:00,reduce_probe,-0.00215625,0.00249417,-0.00868936,-0.55514706,0.00829639,0.05882353,0.0,0.00223061,-0.00205784
300308,2026-03-25,2026-03-25 09:52:00,09:52:00,reduce_probe,-0.00371436,0.00175267,-0.00942259,0.4,0.00894699,0.4,0.0,0.00127793,0.00048274
300308,2026-03-25,2026-03-25 09:53:00,09:53:00,hold_probe,0.00154458,0.00154458,-0.00881695,-0.04571429,0.00824277,0.16,0.0,0.00196653,-0.00167227
300308,2026-03-25,2026-03-25 09:54:00,09:54:00,hold_probe,0.00706326,0.0078857,-0.00654723,-0.94594595,0.00586398,0.0,0.0,0.00221635,-0.00456937
300308,2026-03-25,2026-03-25 09:55:00,09:55:00,hold_probe,0.0112698,0.01340717,-0.00247741,-0.80473373,0.00168255,0.17159763,0.0,0.0077041,-0.00909516
300308,2026-03-25,2026-03-25 09:56:00,09:56:00,add_probe,0.00730516,0.00927255,-0.00179,0.62315271,0.00574403,1.0,0.0,-0.0,0.00161922
300308,2026-03-25,2026-03-25 09:57:00,09:57:00,hold_probe,0.00582634,0.01010329,-0.00096837,-0.21794872,0.00487765,0.24786325,0.0,0.00148262,-0.00258019
300308,2026-03-25,2026-03-25 09:58:00,09:58:00,hold_probe,0.00131729,0.00541374,-0.00078716,0.82808023,0.00952476,1.0,0.0,-0.0,0.00369593
300308,2026-03-25,2026-03-25 09:59:00,09:59:00,hold_probe,-0.0033147,0.00219379,-0.00414738,0.72202166,0.01264088,0.81588448,0.0,0.00072503,0.00279523
300308,2026-03-25,2026-03-25 10:00:00,10:00:00,hold_probe,-0.00333045,0.00209754,-0.00422711,0.03626943,0.01259816,0.65803109,0.0,0.00218708,-0.00390719
300308,2026-03-25,2026-03-25 10:01:00,10:01:00,hold_probe,-0.00300973,0.00025615,-0.00438653,0.06666667,0.01268031,0.42380952,0.0,0.00153073,-0.00110481
300308,2026-03-25,2026-03-25 10:02:00,10:02:00,hold_probe,-0.00439659,0.00255131,-0.00466937,-0.7877095,0.01027904,0.11173184,0.0,0.0023169,-0.00489882
300308,2026-03-25,2026-03-25 10:03:00,10:03:00,reduce_probe,-0.00450819,0.00231025,-0.00689865,0.07471264,0.010359,0.14367816,0.0,0.00213958,-8.023e-05
300308,2026-03-25,2026-03-25 10:04:00,10:04:00,reduce_probe,-0.00404871,0.00374345,-0.00547862,-0.33684211,0.00887402,0.27368421,0.0,0.00139889,-0.00368998
300308,2026-03-25,2026-03-25 10:05:00,10:05:00,reduce_probe,-0.00338978,0.00097998,-0.00554252,0.03030303,0.00888332,0.13257576,0.0,0.00321299,-0.00043379
300308,2026-03-25,2026-03-25 10:06:00,10:06:00,reduce_probe,-0.00104374,0.00038538,-0.00603764,-0.08333333,0.00932747,0.67708333,0.0,0.00040417,-8.033e-05
300308,2026-03-25,2026-03-25 10:07:00,10:07:00,hold_probe,0.00810676,0.00810676,-0.00236917,-0.93283582,0.00558397,0.06343284,0.0,0.00355248,-0.00762734
300308,2026-03-25,2026-03-25 10:08:00,10:08:00,hold_probe,0.00968574,0.01208703,-0.00241741,0.04697987,0.00559366,1.0,0.0,-0.0,-0.0023047
300308,2026-03-25,2026-03-25 10:09:00,10:09:00,hold_probe,0.01626069,0.01790611,-0.00145185,0.09157509,0.00459047,0.11355311,0.0,0.00373048,-0.00243352
300308,2026-03-25,2026-03-25 10:10:00,10:10:00,hold_probe,0.01315386,0.01716773,-0.00217619,0.140625,0.00529334,0.171875,0.0,0.00320568,0.00056461
300308,2026-03-25,2026-03-25 10:11:00,10:11:00,add_probe,0.01136455,0.01429008,-1.607e-05,0.44871795,0.00807947,0.7974359,0.0,0.00231184,0.00066092
300308,2026-03-25,2026-03-25 10:12:00,10:12:00,add_probe,0.00719424,0.00879297,-0.00044764,0.77058824,0.01348808,1.0,0.0,-0.0,0.00543312
300308,2026-03-25,2026-03-25 10:13:00,10:13:00,hold_probe,0.00541093,0.00716669,-0.00081403,0.44244604,0.01491053,0.46402878,0.0,0.00382047,0.00116707
300308,2026-03-25,2026-03-25 10:14:00,10:14:00,hold_probe,-0.00136512,0.00142862,-0.00312708,0.692,0.01996702,0.796,0.0,0.00349799,0.00472459
300308,2026-03-25,2026-03-25 10:15:00,10:15:00,hold_probe,0.00272072,0.00367536,-0.00079553,-0.74558304,0.0173631,0.16254417,0.0,0.00301262,-0.005397
300308,2026-03-25,2026-03-25 10:16:00,10:16:00,hold_probe,0.00212976,0.00287676,-0.00185956,0.12359551,0.01816728,0.38576779,0.0,0.00247151,0.00049323
300308,2026-03-25,2026-03-25 10:17:00,10:17:00,hold_probe,0.00042857,0.00157143,-0.00315873,0.38139535,0.01926699,0.61860465,0.0,0.00097089,0.0004927
300308,2026-03-25,2026-03-25 10:18:00,10:18:00,hold_probe,-0.0029211,0.00173043,-0.00300048,-0.13888889,0.0188816,0.56944444,0.0,0.00037577,-0.00096825
300308,2026-03-25,2026-03-25 10:19:00,10:19:00,hold_probe,0.00410097,0.00410097,-0.00294062,-0.38693467,0.01742118,0.55778894,0.0,0.00129348,-0.00423877
300308,2026-03-25,2026-03-25 10:20:00,10:20:00,hold_probe,0.00155501,0.00282441,-0.00468091,0.77333333,0.01895935,0.81333333,0.0,0.00047113,0.00155773
300308,2026-03-25,2026-03-25 10:21:00,10:21:00,hold_probe,0.00187147,0.00234727,-0.00515448,0.16756757,0.01929028,0.74594595,0.0,0.00056138,-0.00123766
300308,2026-03-25,2026-03-25 10:22:00,10:22:00,hold_probe,0.00398242,0.00515652,-0.00475986,-0.28089888,0.01878047,0.31460674,0.0,0.00056093,-0.00123707
300308,2026-03-25,2026-03-25 10:23:00,10:23:00,hold_probe,0.00815209,0.00869344,-0.00125784,-0.92468619,0.01494935,0.0209205,0.0,0.00541735,-0.0070922
300308,2026-03-25,2026-03-25 10:24:00,10:24:00,hold_probe,-0.00079151,0.00288111,-0.00110812,0.74717833,0.02059132,1.0,0.0,-0.0,0.00453778
300308,2026-03-25,2026-03-25 10:25:00,10:25:00,hold_probe,1.584e-05,0.00367554,-0.00226553,-0.47,0.01941771,0.2,0.0,0.00192881,-0.00189964
300308,2026-03-25,2026-03-25 10:26:00,10:26:00,hold_probe,-0.00354599,0.00288111,-0.00359348,0.6,0.02008773,0.625,0.0,0.00028533,0.00079214
300308,2026-03-25,2026-03-25 10:27:00,10:27:00,close_probe,-0.00606846,0.00102721,-0.0072379,0.51315789,0.02146436,0.51315789,0.0,0.00147162,0.00170967
300308,2026-03-25,2026-03-25 10:28:00,10:28:00,reduce_probe,-0.00704381,0.00015793,-0.00786506,0.27272727,0.02198279,0.82517483,0.0,0.00019628,-0.00060052
300308,2026-03-25,2026-03-25 10:29:00,10:29:00,close_probe,-0.00697085,0.00126743,-0.00697085,-0.76923077,0.01869556,0.0,0.0,0.00143335,-0.00625415
300308,2026-03-25,2026-03-25 10:30:00,10:30:00,reduce_probe,-0.00928376,0.00109314,-0.01025015,-0.13004484,0.0186284,0.64573991,0.0,0.00076323,-0.00224968
300308,2026-03-25,2026-03-25 10:31:00,10:31:00,close_probe,-0.00927779,0.00015887,-0.00994503,-0.5951417,0.01575098,0.01214575,0.0,0.00167502,-0.00559243
300308,2026-03-25,2026-03-25 10:32:00,10:32:00,close_probe,-0.0066302,0.0002703,-0.00944446,-0.38235294,0.01485317,0.54411765,0.0,0.00090381,-0.00282782
300308,2026-03-25,2026-03-25 10:33:00,10:33:00,reduce_probe,-0.00755503,0.0002863,-0.01068838,-0.38888889,0.0144521,0.45833333,0.0,0.00051292,-0.00122428
300308,2026-03-25,2026-03-25 10:34:00,10:34:00,close_probe,-0.00368539,0.00031908,-0.00765795,-0.95238095,0.01130631,0.0,0.0,0.00339189,-0.00610765
300308,2026-03-25,2026-03-25 10:35:00,10:35:00,reduce_probe,-0.00187095,0.0007196,-0.005357,-0.72566372,0.00891851,0.2699115,0.0,0.00375902,-0.00559987
300308,2026-03-25,2026-03-25 10:36:00,10:36:00,hold_probe,0.00221289,0.00351175,-0.00259774,-0.58076923,0.0060813,0.16153846,0.0,0.00454865,-0.00620453
300308,2026-03-25,2026-03-25 10:37:00,10:37:00,hold_probe,0.00436961,0.00496183,-0.00443363,0.3125,0.0079022,0.7375,0.0,0.00104359,0.00084988
300308,2026-03-25,2026-03-25 10:38:00,10:38:00,hold_probe,0.00677917,0.00900684,-0.00048079,-0.19133574,0.00658084,0.71119134,0.0,0.00137994,-0.0057141
300308,2026-03-25,2026-03-25 10:39:00,10:39:00,add_probe,0.00614902,0.00816666,-0.00078464,0.34482759,0.00739042,0.56551724,0.0,0.00082668,0.00035258
300308,2026-03-25,2026-03-25 10:40:00,10:40:00,hold_probe,0.00732161,0.00866737,0.0,-0.17318436,0.00685697,0.10055866,0.0,0.00227998,-0.00128105
300308,2026-03-25,2026-03-25 10:41:00,10:41:00,hold_probe,0.0088,0.009456,-0.001056,0.49693252,0.00815755,0.50306748,0.0,0.00083962,0.00131372
300308,2026-03-25,2026-03-25 10:42:00,10:42:00,add_probe,0.00525896,0.00557769,0.00047809,0.7082153,0.01215614,0.89518414,0.0,0.0005627,0.002944
300308,2026-03-25,2026-03-25 10:43:00,10:43:00,hold_probe,0.00339064,0.00445718,-0.00063674,0.1741573,0.01324209,0.21910112,0.0,0.0019402,0.00111554
300308,2026-03-25,2026-03-25 10:44:00,10:44:00,hold_probe,0.00514061,0.00584088,-0.00084351,-0.28571429,0.01342897,0.38571429,0.0,0.00037912,-1.592e-05
300308,2026-03-25,2026-03-25 10:45:00,10:45:00,hold_probe,0.00093837,0.00516899,0.0,0.4375,0.01407801,0.98958333,0.0,1.247e-05,-0.00017507
300308,2026-03-25,2026-03-25 10:46:00,10:46:00,hold_probe,-0.00203013,0.00237906,-0.00277557,0.81018519,0.01682058,0.81018519,0.0,0.00103913,0.0027833
300308,2026-03-25,2026-03-25 10:47:00,10:47:00,hold_probe,-0.00285352,0.00190235,-0.00324984,0.73333333,0.01724007,0.73333333,0.0,0.00037963,7.93e-05
300308,2026-03-25,2026-03-25 10:48:00,10:48:00,hold_probe,-0.00314121,0.00264941,-0.00456904,-0.255,0.01642259,0.665,0.0,0.00124512,-0.0035986
300308,2026-03-25,2026-03-25 10:49:00,10:49:00,reduce_probe,-0.00275508,0.00042751,-0.0065077,0.63473054,0.01827344,0.73652695,0.0,0.00116321,0.00195136
300308,2026-03-25,2026-03-25 10:50:00,10:50:00,hold_probe,0.00011123,0.00305082,-0.00300315,-0.80844156,0.01457438,0.19155844,0.0,0.00562453,-0.00796441
300308,2026-03-25,2026-03-25 10:51:00,10:51:00,hold_probe,0.00111249,0.0021773,-0.00281301,-0.1981982,0.01435147,0.08108108,0.0,0.00133009,-0.00066737
300308,2026-03-25,2026-03-25 10:52:00,10:52:00,hold_probe,0.00468998,0.00470588,-0.00246423,-0.13836478,0.01396405,0.0,0.0,0.00123851,-0.00069928
300308,2026-03-25,2026-03-25 10:53:00,10:53:00,hold_probe,0.00294422,0.00579295,0.0,-0.41772152,0.01289346,0.56962025,0.0,0.00045051,-0.00349762
300308,2026-03-25,2026-03-25 10:54:00,10:54:00,hold_probe,-0.00130196,0.00344543,-0.00147661,0.89090909,0.01523879,0.89090909,0.0,0.00015396,0.00233946
300308,2026-03-25,2026-03-25 10:55:00,10:55:00,hold_probe,0.00020654,0.00409908,-0.0014458,-0.36936937,0.01455594,0.46846847,0.0,0.0007766,-0.00212759
300308,2026-03-25,2026-03-25 10:56:00,10:56:00,hold_probe,-0.00130175,0.00328613,-0.00225425,0.87128713,0.01535142,0.92079208,0.0,0.00013154,0.00014299
300308,2026-03-25,2026-03-25 10:57:00,10:57:00,reduce_probe,-0.00449403,6.33e-05,-0.00547512,0.99593496,0.01857097,0.99593496,0.0,2.534e-05,0.00255588
300308,2026-03-25,2026-03-25 10:58:00,10:58:00,close_probe,-0.00350682,0.0,-0.00507775,-0.84102564,0.01570701,0.08205128,0.0,0.00326876,-0.0057916
300308,2026-03-25,2026-03-25 10:59:00,10:59:00,reduce_probe,-0.0063434,0.00158983,-0.0063593,-1.0,0.01373751,0.0,0.0,0.00205334,-0.00380831
300308,2026-03-25,2026-03-25 11:00:00,11:00:00,reduce_probe,-0.0072275,0.000413,-0.00880008,0.36,0.01457785,0.69333333,0.0,0.00063702,6.359e-05
300308,2026-03-25,2026-03-25 11:01:00,11:01:00,close_probe,-0.00464155,0.00085837,-0.00810682,-0.44565217,0.0138315,0.23913043,0.0,0.00116716,-0.00174731
300308,2026-03-25,2026-03-25 11:02:00,11:02:00,reduce_probe,-0.00185977,0.00084246,-0.00812259,0.14516129,0.01381852,1.0,0.0,-0.0,-0.00095374
300308,2026-03-25,2026-03-25 11:03:00,11:03:00,reduce_probe,-0.00291406,1.592e-05,-0.0063536,-0.41666667,0.01198615,0.375,0.0,0.00249145,-0.00513424
