trade_date,symbol,role_layer,regime_semantic,event_state,trend_return_20,up_day_rate,liquidity_amount_mean,turnover_rate_f_mean,volume_ratio_mean,elg_buy_sell_ratio_mean,limit_heat_rate,local_quality_support,local_heat_support,board_total_support,board_non_theme_support,board_heat_score,board_event_drought,forward_return_10,max_favorable_return_10,max_adverse_return_10,supervised_action_label
20240308,002465,control_core,sentiment_overdrive_transition,event_neutral,0.26344086,0.65,452114.9394,2.4979,1.0645,1.32498331,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.06808511,0.0306383,-0.06808511,de_risk_target
20240311,002465,control_core,sentiment_overdrive_transition,event_neutral,0.34624146,0.7,447411.41945,2.4439,1.0215,1.33645618,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0820643,0.02453469,-0.0820643,de_risk_target
20240312,002465,control_core,sentiment_overdrive_transition,event_neutral,0.2313278,0.75,449473.8334,2.42442,1.0055,1.34192036,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.09941028,0.02021904,-0.09941028,de_risk_target
20240313,002465,control_core,sentiment_overdrive_transition,event_neutral,0.15996169,0.75,451943.8508,2.399325,0.9965,1.42797608,0.05,0.0,0.0,0.0,0.0,0.0,1.0,-0.16350124,-0.01073493,-0.16350124,de_risk_target
20240314,002465,control_core,weak_drift_chop,event_neutral,0.11131725,0.7,443202.19625,2.32907,0.974,1.4154486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.12353923,-0.01001669,-0.15442404,de_risk_target
20240315,002465,control_core,sentiment_overdrive_transition,event_neutral,0.11466165,0.65,433602.58005,2.268815,0.9625,1.3875307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05986509,-0.00590219,-0.14586847,de_risk_target
20240318,002465,control_core,sentiment_overdrive_transition,event_neutral,0.09166667,0.65,446462.48345,2.32313,1.0035,1.3678337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01611535,-0.00932994,-0.14079729,de_risk_target
20240319,002465,control_core,sentiment_overdrive_transition,event_neutral,0.08651163,0.6,454062.81285,2.352525,1.0215,1.32983099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03082192,-0.00684932,-0.13270548,de_risk_target
20240320,002465,control_core,sentiment_overdrive_transition,event_neutral,0.07215541,0.6,458198.59695,2.367705,1.03,1.15189914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03106126,0.00086281,-0.12597066,de_risk_target
20240321,002465,control_core,sentiment_overdrive_transition,event_neutral,0.03502304,0.55,472916.9087,2.44076,1.0605,1.12259437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03294746,0.03294746,-0.09795191,de_risk_target
20240322,002465,control_core,weak_drift_chop,event_neutral,-0.03439153,0.5,476392.3297,2.45695,1.0595,1.1133473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00182648,0.05936073,-0.07488584,neutral_hold
20240325,002465,control_core,weak_drift_chop,event_neutral,-0.0851602,0.45,468948.21165,2.41949,1.028,0.8401935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02488479,0.06912442,-0.06635945,neutral_hold
20240326,002465,control_core,weak_drift_chop,event_neutral,-0.02906449,0.4,453877.3338,2.347365,0.989,0.78516758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01590271,0.08512629,-0.05238541,neutral_hold
20240327,002465,control_core,weak_drift_chop,event_neutral,-0.12370242,0.4,447111.3306,2.324435,0.98,0.7923571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03652517,0.14511352,0.03652517,probe_eligibility_target
20240328,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.11242604,0.4,445906.40665,2.32795,0.985,0.82223886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01238095,0.1047619,0.0,neutral_hold
20240329,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.05827703,0.4,456765.9316,2.397445,1.0255,0.77422597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07443946,0.04035874,-0.07443946,de_risk_target
20240401,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.03091061,0.4,478670.6643,2.513445,1.076,0.81945425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06896552,-0.02413793,-0.11034483,de_risk_target
20240402,002465,control_core,weak_drift_chop,event_neutral,-0.03986429,0.35,474498.5546,2.49812,1.064,0.75154014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03886926,-0.00795053,-0.08833922,neutral_hold
20240403,002465,control_core,weak_drift_chop,event_neutral,-0.01921397,0.35,475414.55195,2.50745,1.0595,0.75319216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03027605,-0.02671416,-0.08103295,neutral_hold
20240408,002465,control_core,weak_drift_chop,event_neutral,-0.07574468,0.35,475763.26405,2.514825,1.0515,0.74001741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03222836,0.03222836,-0.04972376,probe_eligibility_target
20240409,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.07529611,0.35,472313.29285,2.502635,1.0345,0.7525507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01280878,0.02561757,-0.0558097,neutral_hold
20240410,002465,control_core,weak_drift_chop,event_neutral,-0.10867734,0.3,470883.723,2.504505,1.027,0.72245405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06238185,0.06238185,-0.02457467,probe_eligibility_target
20240411,002465,control_core,weak_drift_chop,event_neutral,-0.13129645,0.25,473832.8167,2.53188,1.0415,0.73684028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02471483,0.06844106,-0.01901141,probe_eligibility_target
20240412,002465,control_core,weak_drift_chop,event_neutral,-0.12353923,0.2,461215.382,2.47987,1.0115,0.64570475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03809524,0.07047619,-0.01714286,probe_eligibility_target
20240415,002465,control_core,weak_drift_chop,event_neutral,-0.10370995,0.25,461388.23145,2.496165,1.0225,0.74065817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04797742,0.05738476,-0.02916275,probe_eligibility_target
20240416,002465,control_core,weak_drift_chop,event_neutral,-0.12468193,0.25,461221.39325,2.509375,1.0305,0.75691153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05620155,0.08914729,0.04457364,probe_eligibility_target
20240417,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.07534247,0.3,449850.16695,2.463495,1.009,0.99675775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03055556,0.04074074,-0.00185185,probe_eligibility_target
20240418,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.06125971,0.35,452338.18875,2.48868,1.023,1.10512614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04779412,0.04779412,-0.00919118,probe_eligibility_target
20240419,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.03027605,0.4,452428.8106,2.496795,1.029,1.14898566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03213958,0.04683196,-0.01010101,probe_eligibility_target
20240422,002465,control_core,sentiment_overdrive_transition,event_neutral,0.02374429,0.45,470673.66625,2.598115,1.0655,1.19751064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00981267,0.01694915,-0.03835861,neutral_hold
20240423,002465,control_core,weak_drift_chop,event_neutral,0.0202765,0.45,485820.31655,2.67934,1.085,1.25582767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00813008,0.0298103,-0.02619693,neutral_hold
20240424,002465,control_core,sentiment_overdrive_transition,event_neutral,0.05144995,0.5,508809.88185,2.805215,1.1135,1.21596233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06494662,0.01423488,-0.06494662,de_risk_target
20240425,002465,control_core,weak_drift_chop,event_neutral,0.06416584,0.5,534493.09275,2.946555,1.1385,1.20789036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02319109,0.05751391,-0.02504638,neutral_hold
20240426,002465,control_core,sentiment_overdrive_transition,event_neutral,0.03809524,0.55,550615.72805,3.027945,1.134,1.22295918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03577982,0.04587156,-0.03577982,neutral_hold
20240429,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.00089686,0.55,564479.6603,3.09657,1.1255,1.18230086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06283662,0.02333932,-0.06283662,de_risk_target
20240430,002465,control_core,weak_drift_chop,event_neutral,-0.06034483,0.5,552843.03225,3.03101,1.07,1.17900989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0146789,0.04587156,-0.04220183,neutral_hold
20240506,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.01678445,0.5,538267.9421,2.95964,1.0205,1.18324855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02425876,0.02425876,-0.06199461,neutral_hold
20240507,002465,control_core,sentiment_overdrive_transition,event_neutral,0.01513802,0.55,556743.64515,3.05834,1.0415,1.25927261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05701754,-0.01403509,-0.08421053,neutral_hold
20240508,002465,control_core,weak_drift_chop,event_neutral,0.03499079,0.55,564015.6552,3.09792,1.0485,1.28827901,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04181495,-0.01245552,-0.07117438,neutral_hold
20240509,002465,control_core,sentiment_overdrive_transition,event_neutral,0.01555352,0.55,575391.10985,3.158915,1.0645,1.30018944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03873874,-0.01081081,-0.05945946,neutral_hold
20240510,002465,control_core,weak_drift_chop,event_neutral,0.03780718,0.5,578071.937,3.172105,1.0665,1.3208678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04462659,-0.01092896,-0.04918033,neutral_hold
20240513,002465,control_core,weak_drift_chop,event_neutral,-0.00095057,0.5,596427.62435,3.2766,1.0935,1.33498615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01332065,0.03330162,-0.00666032,neutral_hold
20240514,002465,control_core,weak_drift_chop,event_neutral,0.00285714,0.55,588994.5355,3.236395,1.057,1.32681878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00189934,0.03133903,-0.00854701,neutral_hold
20240515,002465,control_core,weak_drift_chop,event_neutral,-0.01128881,0.55,585902.52485,3.218945,1.04,1.39145708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00095147,0.03330162,-0.00666032,neutral_hold
20240516,002465,control_core,weak_drift_chop,event_neutral,0.01162791,0.5,581714.00575,3.195795,1.0185,1.33232448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02394636,0.04022989,0.00478927,probe_eligibility_target
20240517,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.00555556,0.55,584493.37485,3.20927,1.0205,1.42438998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00837989,0.01117318,-0.02327747,neutral_hold
20240520,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.00183824,0.55,590746.3275,3.22904,1.03,1.23647198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01381215,-0.00276243,-0.03406998,neutral_hold
20240521,002465,control_core,weak_drift_chop,event_neutral,-0.01285583,0.5,575895.5888,3.141035,0.9975,1.13100183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01302326,0.01302326,-0.02418605,neutral_hold
20240522,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.03925067,0.5,565144.4225,3.07808,0.9775,1.21158923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00185701,0.01114206,-0.02599814,neutral_hold
20240523,002465,control_core,weak_drift_chop,event_neutral,-0.03613369,0.45,530082.43775,2.88567,0.9145,1.19620788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00843486,0.02061856,-0.01686973,neutral_hold
20240524,002465,control_core,weak_drift_chop,event_neutral,-0.06672598,0.45,511491.2344,2.7823,0.9025,1.20203507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00953289,0.03813155,0.00095329,neutral_hold
20240527,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.01205937,0.45,481815.24115,2.61816,0.874,1.30587701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02535211,0.02535211,-0.01408451,probe_eligibility_target
20240528,002465,control_core,weak_drift_chop,event_neutral,-0.03577982,0.45,453249.8144,2.457225,0.859,1.31802773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0190295,0.03901047,-0.00095147,neutral_hold
20240529,002465,control_core,weak_drift_chop,event_neutral,-0.05745063,0.4,428759.1465,2.31992,0.8585,1.31099814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01619048,0.04,0.00761905,neutral_hold
20240530,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.01926606,0.4,411981.37765,2.22511,0.8795,1.34528709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00280636,0.02151543,-0.01028999,neutral_hold
20240531,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.02695418,0.45,410771.0673,2.212155,0.9195,1.4095553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03231764,0.00831025,-0.03231764,neutral_hold
20240603,002465,control_core,weak_drift_chop,event_neutral,-0.06052632,0.4,404563.1839,2.173785,0.9465,1.37079918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00280112,0.01960784,-0.02147526,neutral_hold
20240604,002465,control_core,weak_drift_chop,event_neutral,-0.03113879,0.4,379794.28145,2.040025,0.932,1.34345369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03305785,0.00275482,-0.03764922,neutral_hold
20240605,002465,control_core,weak_drift_chop,event_neutral,-0.02792793,0.4,374475.25385,2.00544,0.95,1.33063346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04541242,0.01204819,-0.04541242,neutral_hold
20240606,002465,control_core,weak_drift_chop,event_neutral,-0.03642987,0.4,365307.35115,1.951585,0.955,1.35284337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02268431,0.03213611,-0.02646503,neutral_hold
20240607,002465,control_core,sentiment_overdrive_transition,event_neutral,0.0076118,0.45,358323.3192,1.911295,0.953,1.30718791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04154863,0.03116147,-0.04154863,neutral_hold
20240611,002465,control_core,sentiment_overdrive_transition,event_neutral,0.03703704,0.5,341533.7843,1.80606,0.9395,1.33603622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0970696,-0.01923077,-0.0970696,de_risk_target
20240612,002465,control_core,sentiment_overdrive_transition,event_neutral,0.0190295,0.45,345906.49205,1.8207,0.9685,1.33663206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0280112,-0.00280112,-0.07936508,neutral_hold
20240613,002465,control_core,weak_drift_chop,event_neutral,0.02203065,0.45,346145.2228,1.816455,0.9775,1.28157953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03467666,0.00093721,-0.07591378,neutral_hold
20240614,002465,control_core,weak_drift_chop,event_neutral,-0.00744879,0.45,342546.40065,1.78918,0.9795,1.26091127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02814259,0.00187617,-0.0750469,neutral_hold
20240617,002465,control_core,weak_drift_chop,event_neutral,-0.03499079,0.4,338366.04685,1.759015,0.9865,1.19166021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00381679,0.01908397,-0.05916031,neutral_hold
20240618,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.00651163,0.4,327952.00965,1.70772,0.9745,1.2039657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03277154,-0.01404494,-0.07677903,neutral_hold
20240619,002465,control_core,weak_drift_chop,event_neutral,-0.02228412,0.4,326483.58355,1.70138,0.976,1.19715291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04273504,-0.00854701,-0.06362773,neutral_hold
20240620,002465,control_core,weak_drift_chop,event_neutral,-0.03467666,0.35,336230.5483,1.755245,1.0145,1.09276035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03592233,0.01359223,-0.04271845,neutral_hold
20240621,002465,control_core,weak_drift_chop,event_neutral,-0.01429933,0.4,332748.66175,1.73959,1.01,1.06983039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04545455,0.00967118,-0.04642166,neutral_hold
20240624,002465,control_core,weak_drift_chop,event_neutral,-0.04694836,0.4,328601.37885,1.71996,1.003,1.02328673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06206897,0.02857143,-0.06206897,de_risk_target
20240625,002465,control_core,weak_drift_chop,event_neutral,-0.06184586,0.35,332574.93615,1.74605,1.022,0.89826923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01318458,0.05882353,-0.03448276,neutral_hold
20240626,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.00857143,0.4,340964.49635,1.794925,1.048,0.85695686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07012488,0.00288184,-0.08549472,de_risk_target
20240627,002465,control_core,weak_drift_chop,event_neutral,-0.03648269,0.4,338346.2022,1.782005,1.0305,1.10195206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04466019,0.01359223,-0.07572816,neutral_hold
20240628,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.04339797,0.4,331731.8216,1.748815,1.006,1.09107799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07335907,0.00772201,-0.08108108,de_risk_target
20240701,002465,control_core,weak_drift_chop,event_neutral,-0.02521008,0.4,321808.67625,1.699665,0.9735,1.0424441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08429119,-0.0105364,-0.08812261,de_risk_target
20240702,002465,control_core,weak_drift_chop,event_neutral,-0.05142332,0.4,314789.77595,1.66663,0.955,1.002409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08422072,-0.02420136,-0.08422072,de_risk_target
20240703,002465,control_core,weak_drift_chop,event_neutral,-0.06580167,0.35,311102.46175,1.651675,0.955,0.94538721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08829365,-0.01488095,-0.08829365,de_risk_target
20240704,002465,control_core,weak_drift_chop,event_neutral,-0.06143667,0.35,299815.0859,1.598895,0.94,0.94280696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06847936,-0.0060423,-0.07452165,de_risk_target
20240705,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.06798867,0.35,295791.46485,1.586545,0.9625,0.95362323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06484296,-0.00303951,-0.06889564,de_risk_target
20240708,002465,control_core,weak_drift_chop,event_neutral,-0.12820513,0.3,297574.60495,1.60328,0.9895,0.93690857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00315126,0.03361345,-0.03466387,neutral_hold
20240709,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.09150327,0.3,292999.11675,1.588055,0.993,1.36843729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05652621,0.01130524,-0.05652621,neutral_hold
20240710,002465,control_core,weak_drift_chop,event_neutral,-0.09278351,0.3,280949.3414,1.530035,0.966,1.34176735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04338843,0.01652893,-0.05165289,neutral_hold
20240711,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.07692308,0.35,282571.9477,1.544695,0.988,1.4259859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06402439,-0.02439024,-0.06707317,de_risk_target
20240712,002465,control_core,weak_drift_chop,event_neutral,-0.08396947,0.35,284383.65185,1.56253,1.006,1.43832689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04375,neutral_hold
20240715,002465,control_core,weak_drift_chop,event_neutral,-0.10486891,0.35,277988.7832,1.535855,0.9925,1.39311365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00732218,0.00732218,-0.03974895,neutral_hold
20240716,002465,control_core,weak_drift_chop,event_neutral,-0.10161443,0.3,276888.9653,1.54209,1.007,1.34086854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02642706,0.02642706,-0.02959831,probe_eligibility_target
20240717,002465,control_core,weak_drift_chop,event_neutral,-0.10776699,0.3,279143.5569,1.56439,1.0245,1.35378125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.085963,0.085963,-0.00108814,full_eligibility_target
20240718,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.10541586,0.35,279329.0565,1.58042,1.0285,1.38294074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10162162,0.10162162,-0.00756757,full_eligibility_target
20240719,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.09064039,0.3,281931.53315,1.60507,1.038,1.37928779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08125677,0.10400867,-0.00541712,probe_eligibility_target
20240722,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.03752535,0.35,289821.3439,1.658,1.0615,1.4504895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00737619,0.07376185,-0.03266596,neutral_hold
20240723,002465,control_core,weak_drift_chop,event_neutral,-0.11815562,0.35,288004.7404,1.653355,1.0465,1.43238826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0708061,0.11002179,0.00326797,probe_eligibility_target
20240724,002465,control_core,weak_drift_chop,event_neutral,-0.10097087,0.35,281604.4133,1.62474,1.018,1.45467476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09611231,0.10043197,-0.00539957,full_eligibility_target
20240725,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.11100386,0.35,281219.50225,1.62967,1.017,1.20183012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05863192,0.10640608,0.03800217,probe_eligibility_target
20240726,002465,control_core,sentiment_overdrive_transition,event_neutral,-0.08045977,0.35,291563.10795,1.695665,1.0495,1.19470123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003125,0.06145833,-0.00416667,neutral_hold
