signal_trade_date,execution_trade_date,symbol,severity_tier,supervision_label,minute_index,minute_ts,visible_at_ts,bar_open_px,bar_high_px,bar_low_px,bar_close_px,bar_volume,bar_amount,bar_first_visible_ts,bar_source_cutoff_ts,ret_1m_lag1,ret_3m_lag1,ret_5m_lag1,draw_from_open_lag1,draw_15m_lag1,draw_30m_lag1,close_location_lag1,path_feature_first_visible_ts,path_feature_source_cutoff_ts,phase_state_visible,phase_state_first_visible_ts,phase_state_source_cutoff_ts,event_state_visible,event_state_first_visible_ts,event_state_source_cutoff_ts,pre_open_event_status,pre_open_status_first_visible_ts,pre_open_status_source_cutoff_ts
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,11,2025/11/18 09:40,2025/11/18 09:40,26.89,26.94,26.79,26.82,1381.0,3705688.0,2025/11/18 09:40,2025/11/18 09:40,-0.0033333333333332993,-0.013924514474166316,-0.014646649578908821,-0.03201438848920868,-0.03375224416517064,-0.03375224416517064,0.0,2025/11/18 09:40,2025/11/18 09:39,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,12,2025/11/18 09:41,2025/11/18 09:41,26.82,26.93,26.82,26.93,964.0,2589421.0,2025/11/18 09:41,2025/11/18 09:41,-0.0033444816053511683,-0.010332103321033292,-0.013970588235294068,-0.035251798561151126,-0.03698384201077198,-0.03698384201077198,0.02830188679245384,2025/11/18 09:41,2025/11/18 09:40,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,13,2025/11/18 09:42,2025/11/18 09:42,26.93,26.95,26.86,26.86,1682.0,4522263.0,2025/11/18 09:42,2025/11/18 09:42,0.004101416853094619,-0.002592592592592591,-0.013191645291315446,-0.03129496402877696,-0.03303411131059253,-0.03303411131059253,0.13207547169811346,2025/11/18 09:42,2025/11/18 09:41,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,14,2025/11/18 09:43,2025/11/18 09:43,26.85,26.85,26.71,26.74,2009.0,5379510.0,2025/11/18 09:43,2025/11/18 09:43,-0.0025993316004455647,-0.00185804533630618,-0.008856088560885711,-0.033812949640287804,-0.03554757630161587,-0.03554757630161587,0.06603773584905673,2025/11/18 09:43,2025/11/18 09:42,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,15,2025/11/18 09:44,2025/11/18 09:44,26.74,26.78,26.69,26.69,1369.0,3658887.0,2025/11/18 09:44,2025/11/18 09:44,-0.004467609828741614,-0.002982848620432632,-0.009629629629629655,-0.03812949640287777,-0.039856373429084435,-0.039856373429084435,0.02631578947368208,2025/11/18 09:44,2025/11/18 09:43,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,16,2025/11/18 09:45,2025/11/18 09:45,26.7,26.78,26.69,26.78,673.0,1797609.0,2025/11/18 09:45,2025/11/18 09:45,-0.0018698578908001862,-0.008911994058670603,-0.008175399479747214,-0.039928057553956786,-0.04165170556552966,-0.04165170556552966,0.0,2025/11/18 09:45,2025/11/18 09:44,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,17,2025/11/18 09:46,2025/11/18 09:46,26.78,26.8,26.74,26.78,809.0,2166515.0,2025/11/18 09:46,2025/11/18 09:46,0.0033720494567253123,-0.0029784065524943726,-0.001491424310216205,-0.03669064748201434,-0.03842010771992821,-0.03842010771992821,0.07758620689655159,2025/11/18 09:46,2025/11/18 09:45,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,18,2025/11/18 09:47,2025/11/18 09:47,26.78,26.8,26.75,26.78,475.0,1271726.0,2025/11/18 09:47,2025/11/18 09:47,0.0,0.0014958863126404154,-0.005569996286669099,-0.03669064748201434,-0.027243007628042104,-0.03842010771992821,0.107142857142857,2025/11/18 09:47,2025/11/18 09:46,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,19,2025/11/18 09:48,2025/11/18 09:48,26.77,26.91,26.75,26.9,842.0,2257570.0,2025/11/18 09:48,2025/11/18 09:48,0.0,0.0033720494567253123,-0.0029784065524943726,-0.03669064748201434,-0.02582757366315014,-0.03842010771992821,0.11250000000000022,2025/11/18 09:48,2025/11/18 09:47,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,20,2025/11/18 09:49,2025/11/18 09:49,26.9,26.94,26.85,26.92,707.0,1902251.0,2025/11/18 09:49,2025/11/18 09:49,0.004480955937266495,0.004480955937266495,0.005983545250560995,-0.03237410071942448,-0.02003642987249543,-0.034111310592459754,0.2763157894736814,2025/11/18 09:49,2025/11/18 09:48,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,21,2025/11/18 09:50,2025/11/18 09:50,26.91,26.91,26.86,26.89,677.0,1820348.0,2025/11/18 09:50,2025/11/18 09:50,0.0007434944237918462,0.00522778192681117,0.008617459722742637,-0.031654676258992764,-0.01930783242258638,-0.03339317773788153,0.30263157894736975,2025/11/18 09:50,2025/11/18 09:49,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,22,2025/11/18 09:51,2025/11/18 09:51,26.89,26.9,26.74,26.76,1597.0,4280980.0,2025/11/18 09:51,2025/11/18 09:51,-0.0011144130757800852,0.00410754294249438,0.00410754294249438,-0.032733812949640284,-0.014657383657017187,-0.034470377019748644,0.3333333333333333,2025/11/18 09:51,2025/11/18 09:50,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,23,2025/11/18 09:52,2025/11/18 09:52,26.78,26.83,26.78,26.81,491.0,1316207.0,2025/11/18 09:52,2025/11/18 09:52,-0.004834510970621042,-0.00520446096654259,-0.0007468259895444529,-0.037410071942446055,-0.018701870187018632,-0.03913824057450632,0.12068965517241464,2025/11/18 09:52,2025/11/18 09:51,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,24,2025/11/18 09:53,2025/11/18 09:53,26.83,26.83,26.81,26.83,172.0,461210.0,2025/11/18 09:53,2025/11/18 09:53,0.0018684603886396367,-0.004086181277860423,0.0011202389843165683,-0.03561151079136693,-0.013612950699043447,-0.037342908438061095,0.24489795918366902,2025/11/18 09:53,2025/11/18 09:52,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,25,2025/11/18 09:54,2025/11/18 09:54,26.83,26.83,26.78,26.78,396.0,1061268.0,2025/11/18 09:54,2025/11/18 09:54,0.0007459903021260761,-0.002231312755671344,-0.0026022304832713505,-0.034892086330935324,-0.009963099630996397,-0.036624775583483093,0.34146341463413893,2025/11/18 09:54,2025/11/18 09:53,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,26,2025/11/18 09:55,2025/11/18 09:55,26.78,26.83,26.78,26.8,236.0,632260.0,2025/11/18 09:55,2025/11/18 09:55,-0.001863585538576129,0.0007473841554559435,-0.005200594353640398,-0.03669064748201434,-0.00630797773654912,-0.03842010771992821,0.34615384615384825,2025/11/18 09:55,2025/11/18 09:54,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,27,2025/11/18 09:56,2025/11/18 09:56,26.79,26.79,26.7,26.72,956.0,2555499.0,2025/11/18 09:56,2025/11/18 09:56,0.0007468259895444529,-0.000372995151062927,-0.0033469691335068497,-0.03597122302158273,-0.005565862708719838,-0.037701974865350096,0.4230769230769241,2025/11/18 09:56,2025/11/18 09:55,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,28,2025/11/18 09:57,2025/11/18 09:57,26.78,26.8,26.7,26.8,1096.0,2927816.0,2025/11/18 09:57,2025/11/18 09:57,-0.0029850746268657025,-0.004099888184867617,-0.001494768310911887,-0.03884892086330938,-0.008534322820037077,-0.04057450628366255,0.11538461538460698,2025/11/18 09:57,2025/11/18 09:56,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,29,2025/11/18 09:58,2025/11/18 09:58,26.83,26.83,26.7,26.7,630.0,1684756.0,2025/11/18 09:58,2025/11/18 09:58,0.0029940119760478723,0.0007468259895444529,-0.000372995151062927,-0.03597122302158273,-0.0051967334818114885,-0.037701974865350096,0.4399999999999977,2025/11/18 09:58,2025/11/18 09:57,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,30,2025/11/18 09:59,2025/11/18 09:59,26.7,26.8,26.69,26.71,798.0,2131622.0,2025/11/18 09:59,2025/11/18 09:59,-0.003731343283582156,-0.003731343283582156,-0.004845322400298113,-0.039568345323741094,-0.008908685968819663,-0.04129263913824066,0.03999999999999204,2025/11/18 09:59,2025/11/18 09:58,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,31,2025/11/18 10:00,2025/11/18 10:00,26.72,26.79,26.7,26.79,262.0,699997.0,2025/11/18 10:00,2025/11/18 10:00,0.0003745318352059712,-0.000374251497005873,-0.002613890963405585,-0.03920863309352518,-0.008537490720118779,-0.04093357271095155,0.0799999999999983,2025/11/18 10:00,2025/11/18 09:59,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,32,2025/11/18 10:01,2025/11/18 10:01,26.75,26.75,26.7,26.7,367.0,980639.0,2025/11/18 10:01,2025/11/18 10:01,0.0029951329090227574,-0.0003731343283582822,-0.0003731343283582822,-0.036330935251798646,-0.005567928730512373,-0.03806104129263921,0.3999999999999915,2025/11/18 10:01,2025/11/18 10:00,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,33,2025/11/18 10:02,2025/11/18 10:02,26.7,26.74,26.68,26.69,834.0,2225801.0,2025/11/18 10:02,2025/11/18 10:02,-0.0033594624860022737,0.0,-0.0007485029940119681,-0.039568345323741094,-0.008908685968819663,-0.03014892844170003,0.03999999999999204,2025/11/18 10:02,2025/11/18 10:01,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,34,2025/11/18 10:03,2025/11/18 10:03,26.68,26.78,26.68,26.77,445.0,1188576.0,2025/11/18 10:03,2025/11/18 10:03,-0.0003745318352059712,-0.0007487832272556894,-0.004104477611940327,-0.039928057553956786,-0.009279881217520436,-0.02910149145143681,0.038461538461544244,2025/11/18 10:03,2025/11/18 10:02,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,35,2025/11/18 10:04,2025/11/18 10:04,26.79,26.82,26.77,26.79,750.0,2009954.0,2025/11/18 10:04,2025/11/18 10:04,0.002997377294866821,-0.000746547219111604,0.0026217228464420206,-0.03705035971223025,-0.006310319227913919,-0.024772313296903437,0.34615384615384354,2025/11/18 10:04,2025/11/18 10:03,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,36,2025/11/18 10:05,2025/11/18 10:05,26.8,26.8,26.61,26.61,1262.0,3368317.0,2025/11/18 10:05,2025/11/18 10:05,0.0007471049682479247,0.003370786516853963,0.0029951329090227574,-0.036330935251798646,-0.004459308807134965,-0.024043715846994496,0.478260869565214,2025/11/18 10:05,2025/11/18 10:04,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,37,2025/11/18 10:06,2025/11/18 10:06,26.58,26.58,26.5,26.5,1109.0,2943687.0,2025/11/18 10:06,2025/11/18 10:06,-0.006718924972004436,-0.002997377294867043,-0.006718924972004436,-0.04280575539568354,-0.010780669144981436,-0.024917552216929262,0.0,2025/11/18 10:06,2025/11/18 10:05,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,38,2025/11/18 10:07,2025/11/18 10:07,26.54,26.6,26.52,26.52,533.0,1415680.0,2025/11/18 10:07,2025/11/18 10:07,-0.004133784291619702,-0.010085917071348538,-0.0074906367041198685,-0.046762589928057596,-0.012299664554602963,-0.028236156949028257,0.0,2025/11/18 10:07,2025/11/18 10:06,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,39,2025/11/18 10:08,2025/11/18 10:08,26.51,26.51,26.48,26.48,799.0,2116998.0,2025/11/18 10:08,2025/11/18 10:08,0.0007547169811321641,-0.01007838745800671,-0.006369426751592466,-0.04604316546762599,-0.011554230339172467,-0.02428256070640178,0.06060606060605963,2025/11/18 10:08,2025/11/18 10:07,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,40,2025/11/18 10:09,2025/11/18 10:09,26.5,26.5,26.48,26.49,520.0,1377540.0,2025/11/18 10:09,2025/11/18 10:09,-0.0015082956259426794,-0.0048853814355505065,-0.010833022039596574,-0.0474820143884892,-0.013045098770033459,-0.022878228782287846,0.0,2025/11/18 10:09,2025/11/18 10:08,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,41,2025/11/18 10:10,2025/11/18 10:10,26.49,26.5,26.41,26.5,926.0,2449337.0,2025/11/18 10:10,2025/11/18 10:10,0.0003776435045317328,-0.00037735849056608206,-0.011198208286674172,-0.04712230215827351,-0.012672381662318322,-0.017068645640074265,0.02857142857142306,2025/11/18 10:10,2025/11/18 10:09,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,42,2025/11/18 10:11,2025/11/18 10:11,26.5,26.55,26.5,26.53,214.0,567659.0,2025/11/18 10:11,2025/11/18 10:11,0.0003775009437523291,-0.0007541478129713397,-0.004133784291619702,-0.046762589928057596,-0.012299664554602963,-0.016697588126159513,0.21428571428571488,2025/11/18 10:11,2025/11/18 10:10,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,43,2025/11/18 10:12,2025/11/18 10:12,26.53,26.53,26.38,26.4,764.0,2019623.0,2025/11/18 10:12,2025/11/18 10:12,0.0011320754716981352,0.001888217522658664,0.0011320754716981352,-0.04568345323741008,-0.011181513231457219,-0.015584415584415479,0.28571428571428936,2025/11/18 10:12,2025/11/18 10:11,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,44,2025/11/18 10:13,2025/11/18 10:13,26.4,26.45,26.38,26.38,528.0,1393620.0,2025/11/18 10:13,2025/11/18 10:13,-0.004900113079532753,-0.003397508493771184,-0.004524886877828038,-0.05035971223021585,-0.016026835631755443,-0.020044543429844186,0.044444444444443565,2025/11/18 10:13,2025/11/18 10:12,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,45,2025/11/18 10:14,2025/11/18 10:14,26.38,26.43,26.38,26.41,516.0,1362434.0,2025/11/18 10:14,2025/11/18 10:14,-0.0007575757575757347,-0.004528301886792541,-0.003776435045317328,-0.051079136690647564,-0.01640566741237892,-0.020786933927245843,0.0,2025/11/18 10:14,2025/11/18 10:13,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,46,2025/11/18 10:15,2025/11/18 10:15,26.4,26.56,26.4,26.55,264.0,699178.0,2025/11/18 10:15,2025/11/18 10:15,0.0011372251705838998,-0.004523181304183943,-0.003020007550018855,-0.050000000000000044,-0.015287099179716601,-0.019673348181143302,0.06818181818182056,2025/11/18 10:15,2025/11/18 10:14,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,47,2025/11/18 10:16,2025/11/18 10:16,26.56,26.59,26.53,26.53,182.0,483217.0,2025/11/18 10:16,2025/11/18 10:16,0.005301022340022721,0.005681818181818343,0.0018867924528302993,-0.04496402877697847,-0.010067114093959662,-0.014476614699331924,0.38636363636363913,2025/11/18 10:16,2025/11/18 10:15,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
20251117,20251118,688523,mild_override_watch,ambiguous_non_override,48,2025/11/18 10:17,2025/11/18 10:17,26.58,26.6,26.5,26.57,684.0,1816091.0,2025/11/18 10:17,2025/11/18 10:17,-0.0007532956685498693,0.005686125852919055,0.0,-0.04568345323741008,-0.010812826249067875,-0.01521900519673347,0.34090909090909477,2025/11/18 10:17,2025/11/18 10:16,preheat_window,2025/11/18 09:30,2025/11/18 09:30,event_neutral,2025/11/18 09:30,2025/11/18 09:30,no_decisive_event,2025/11/18 09:30,2025/11/18 09:30
