P_close_invalidation_realized_proxy_3d,P_close_opportunity_cost_proxy_3d,P_reduce_avoided_drawdown_proxy_3d,action_context,action_favored_3d,board_avg_return,board_breadth,board_phase,control_label,execution_open_price,execution_trade_date,expectancy_proxy_1d,expectancy_proxy_3d,expectancy_proxy_5d,f15_afternoon_return,f15_afternoon_volume_share,f15_amount_per_volume,f15_breakout_efficiency,f15_close_location,f15_close_vs_vwap,f15_failed_push_proxy,f15_high_time_ratio,f15_intraday_return,f15_last_bar_return,f15_last_bar_volume_share,f15_pullback_from_high,f15_range_pct,f30_afternoon_return,f30_afternoon_volume_share,f30_amount_per_volume,f30_breakout_efficiency,f30_candidate_add_confirmation,f30_candidate_add_threshold,f30_close_location,f30_close_vs_vwap,f30_confirmation_score,f30_failed_push_proxy,f30_high_time_ratio,f30_intraday_return,f30_last_bar_return,f30_last_bar_volume_share,f30_pullback_from_high,f30_range_pct,f5_afternoon_return,f5_afternoon_volume_share,f5_amount_per_volume,f5_breakout_efficiency,f5_close_location,f5_close_vs_vwap,f5_failed_push_proxy,f5_high_time_ratio,f5_intraday_return,f5_last_bar_return,f5_last_bar_volume_share,f5_pullback_from_high,f5_range_pct,f60_afternoon_return,f60_afternoon_volume_share,f60_amount_per_volume,f60_breakout_efficiency,f60_candidate_add_confirmation,f60_candidate_add_threshold,f60_close_location,f60_close_vs_vwap,f60_confirmation_score,f60_failed_push_proxy,f60_high_time_ratio,f60_intraday_return,f60_last_bar_return,f60_last_bar_volume_share,f60_pullback_from_high,f60_range_pct,fetch_status,forced_action_context,forward_close_return_1d,forward_close_return_3d,forward_close_return_5d,gross_exposure_after_close,held_before_signal,is_negative_enrichment,is_repaired_miss_window,max_adverse_return_1d,max_adverse_return_3d,max_adverse_return_5d,max_favorable_return_1d,max_favorable_return_3d,max_favorable_return_5d,miss_reading,reason,reduce_payoff_decay_vs_hold_proxy_3d,role_family,signal_trade_date,symbol,trade_date,window_end,window_start
,,,add_vs_hold,False,,,main_markup,eligibility,273.0,2025-08-26,-0.032125,-0.068626,-0.113407,0.0,0.221163,259.691969,0.976619,1.0,0.02163,0.0,0.3125,0.152282,0.0,0.001458,0.0,0.155928,0.0,0.221163,259.691969,0.976619,,,1.0,0.019246,,0.0,0.375,0.152282,0.0,0.002532,0.0,0.155928,0.0,0.221163,259.691969,0.976619,1.0,0.035049,0.0,0.291667,0.152282,0.0,0.000391,0.0,0.155928,0.0,0.221163,259.691969,0.976619,,,1.0,0.001886,,0.0,0.5,0.152282,0.0,0.005097,0.0,0.155928,success,,-0.018315,-0.018388,-0.058242,,True,,False,-0.025348,-0.062234,-0.093407,0.023077,0.023993,0.076484,,packaging_process_enabler:eligibility,,packaging_process_enabler,2025-08-25,300757,2025-08-25,2025-08-25 15:00:00,2025-08-25 09:25:00
,,,entry_vs_skip,False,,,diffusion,eligibility,315.5,2025-08-29,-0.133122,0.167195,0.239334,0.01453,0.272405,307.454577,0.838664,0.838664,0.023503,0.0,0.375,0.080825,0.017573,0.050812,-0.014182,0.096373,0.01453,0.272405,307.454577,0.838664,,,0.838664,0.029883,,0.0,0.375,0.080825,0.009985,0.096375,-0.014182,0.096373,0.01453,0.272405,307.454577,0.838664,0.838664,0.025404,0.0,0.354167,0.080825,0.001968,0.020793,-0.014182,0.096373,0.01453,0.272405,307.454577,0.838664,,,0.838664,0.014858,,0.0,0.5,0.080825,0.021988,0.143803,-0.014182,0.096373,success,,-0.052298,0.115689,0.150745,,False,,False,-0.080824,-0.080824,-0.080824,0.0,0.264659,0.338827,,laser_chip_component:eligibility,,laser_chip_component,2025-08-28,688498,2025-08-28,2025-08-28 15:00:00,2025-08-28 09:25:00
,,,entry_vs_skip,True,,,diffusion,eligibility,314.93,2025-09-01,0.205046,0.429857,0.352221,0.006667,0.33774,298.16149,-0.596563,0.35098,-0.000467,0.0,0.0625,-0.052456,0.008467,0.057474,-0.052456,0.087931,0.006667,0.33774,298.16149,-0.596563,,,0.35098,0.000512,,0.0,0.125,-0.052456,0.002045,0.090055,-0.052456,0.087931,0.006667,0.33774,298.16149,-0.596563,0.35098,0.002646,0.0,0.020833,-0.052456,0.000569,0.013509,-0.052456,0.087931,0.006667,0.33774,298.16149,-0.596563,,,0.35098,0.0032,,0.0,0.25,-0.052456,-0.000167,0.172147,-0.052456,0.087931,success,,0.139301,0.263138,0.185502,,False,,False,-0.003906,-0.003906,-0.003906,0.139301,0.34125,0.34125,,laser_chip_component:eligibility,,laser_chip_component,2025-08-29,688498,2025-08-29,2025-08-29 15:00:00,2025-08-29 09:25:00
,,,entry_vs_skip,True,,,diffusion,eligibility,320.0,2025-09-09,0.014406,0.315625,0.247188,0.009377,0.26051,329.199018,-0.68468,0.190995,-0.01435,0.0,0.0625,-0.124324,-0.017288,0.037331,-0.124324,0.18158,0.009377,0.26051,329.199018,-0.68468,,,0.190995,-0.011578,,0.0,0.125,-0.124324,0.003096,0.082315,-0.124324,0.18158,0.009377,0.26051,329.199018,-0.68468,0.190995,-0.013899,0.0,0.020833,-0.124324,-0.001387,0.011862,-0.124324,0.18158,0.009377,0.26051,329.199018,-0.68468,,,0.190995,0.000217,,0.0,0.25,-0.124324,0.0,0.131111,-0.124324,0.18158,success,,0.006594,0.209375,0.140938,,False,,False,-0.0125,-0.0125,-0.0125,0.040625,0.2375,0.2375,,laser_chip_component:eligibility,,laser_chip_component,2025-09-08,688498,2025-09-08,2025-09-08 15:00:00,2025-09-08 09:25:00
,,,close_vs_hold,False,,,main_markup,holding_veto,410.0,2025-09-15,-0.022817,-0.040744,0.00172,-0.008061,0.323844,422.949496,0.228727,0.552559,-0.005485,0.0,0.3125,0.012206,-0.002505,0.072901,-0.022668,0.053366,-0.008061,0.323844,422.949496,0.228727,,,0.552559,-0.006742,,0.0,0.375,0.012206,0.000664,0.111431,-0.022668,0.053366,-0.008061,0.323844,422.949496,0.228727,0.552559,-0.000501,0.0,0.3125,0.012206,-0.001396,0.027517,-0.022668,0.053366,-0.008061,0.323844,422.949496,0.228727,,,0.552559,-0.009213,,0.0,0.5,0.012206,-0.008014,0.169238,-0.022668,0.053366,success,,-0.004829,-0.009268,0.028049,,True,,False,-0.030146,-0.046073,-0.050707,0.024317,0.029195,0.048756,,core_module_leader:holding_veto,,core_module_leader,2025-09-12,300308,2025-09-12,2025-09-12 15:00:00,2025-09-12 09:25:00
,,,reduce_vs_hold,True,,,main_markup,de_risk,389.0,2025-09-30,-0.118843,-0.214884,-0.367147,0.009332,0.280251,387.872881,0.639564,0.639564,-0.000868,0.0,0.1875,0.049094,0.001909,0.061803,-0.025695,0.076761,0.009332,0.280251,387.872881,0.639564,,,0.639564,-0.009982,,0.0,0.25,0.049094,-0.001851,0.101662,-0.025695,0.076761,0.009332,0.280251,387.872881,0.639564,0.639564,-0.001592,0.0,0.145833,0.049094,0.000206,0.022162,-0.025695,0.076761,0.009332,0.280251,387.872881,0.639564,,,0.639564,-0.005572,,0.0,0.25,0.049094,-0.005532,0.167289,-0.025695,0.076761,success,,-0.059717,-0.110026,-0.186375,,True,,False,-0.066838,-0.112571,-0.188483,0.015424,0.015424,0.015424,,high_beta_core_module:de_risk,,high_beta_core_module,2025-09-29,300502,2025-09-29,2025-09-29 15:00:00,2025-09-29 09:25:00
,,,entry_vs_skip,True,,,diffusion,eligibility,488.08,2025-11-03,0.122285,0.132765,0.342833,-0.007619,0.216079,519.040207,-0.433557,0.206938,-0.018921,1.0,0.1875,-0.050645,0.001953,0.029169,-0.08295,0.116812,-0.007619,0.216079,519.040207,-0.433557,,,0.206938,-0.0194,,1.0,0.25,-0.050645,-0.008219,0.05432,-0.08295,0.116812,-0.007619,0.216079,519.040207,-0.433557,0.206938,-0.012958,1.0,0.1875,-0.050645,-0.003941,0.002398,-0.08295,0.116812,-0.007619,0.216079,519.040207,-0.433557,,,0.206938,-0.013641,,1.0,0.25,-0.050645,0.007937,0.094219,-0.08295,0.116812,success,,0.083839,0.084843,0.209085,,False,,False,-0.010408,-0.010408,-0.010408,0.097709,0.116661,0.288313,,laser_chip_component:eligibility,,laser_chip_component,2025-10-31,688498,2025-10-31,2025-10-31 15:00:00,2025-10-31 09:25:00
,,,close_vs_hold,False,,,main_markup,holding_veto,590.01,2025-12-22,0.073702,0.115905,0.120989,-0.011652,0.29207,578.314778,-0.681425,0.083832,-0.009649,1.0,0.25,-0.019954,0.001191,0.064346,-0.026065,0.029283,-0.011652,0.29207,578.314778,-0.681425,,,0.083832,-0.009798,,1.0,0.25,-0.019954,-0.004059,0.12882,-0.026065,0.029283,-0.011652,0.29207,578.314778,-0.681425,0.083832,-0.010328,1.0,0.229167,-0.019954,-0.000524,0.022537,-0.026065,0.029283,-0.011652,0.29207,578.314778,-0.681425,,,0.083832,-0.014007,,1.0,0.25,-0.019954,-0.00425,0.178711,-0.026065,0.029283,success,,0.046592,0.075236,0.062694,,False,,False,0.0,0.0,0.0,0.054219,0.081338,0.116591,,core_module_leader:holding_veto,,core_module_leader,2025-12-19,300308,2025-12-19,2025-12-19 15:00:00,2025-12-19 09:25:00
,,,add_vs_hold,False,,,main_markup,eligibility,426.02,2026-01-07,-0.040503,-0.163783,-0.221386,0.008015,0.313543,413.11547,0.48427,0.7628,0.009395,0.0,0.0625,0.018415,0.003581,0.047052,-0.008689,0.038026,0.008015,0.313543,413.11547,0.48427,,,0.7628,0.011212,,0.0,0.125,0.018415,0.000383,0.080306,-0.008689,0.038026,0.008015,0.313543,413.11547,0.48427,0.7628,0.010249,0.0,0.041667,0.018415,0.003364,0.014579,-0.008689,0.038026,0.008015,0.313543,413.11547,0.48427,,,0.7628,0.01111,,0.0,0.25,0.018415,-0.004933,0.130956,-0.008689,0.038026,success,,-0.013427,-0.065255,-0.100512,,True,,False,-0.031736,-0.103188,-0.125534,0.009319,0.009319,0.009319,,high_beta_core_module:eligibility,,high_beta_core_module,2026-01-06,300502,2026-01-06,2026-01-06 15:00:00,2026-01-06 09:25:00
,,,add_vs_hold,False,0.070092,0.8,main_markup,eligibility,71.01,2023-05-19,-0.126531,-0.239755,-0.162019,,,,,,,,,,,,,,0.0,0.022663,69.297959,0.617132,True,0.465404,1.0,0.036225,0.824197,0.0,0.375,0.100746,0.0,0.0056,0.0,0.163249,,,,,,,,,,,,,,0.0,0.022663,69.297959,0.617132,True,0.472091,1.0,0.021248,0.789266,0.0,0.5,0.100746,0.0,0.0078,0.0,0.163249,success,add_vs_hold,-0.066329,-0.112379,-0.034643,0.080622,True,,True,-0.076891,-0.144064,-0.144064,0.033376,0.033376,0.033376,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-05-18,300502,2023-05-18,,
,,,add_vs_hold,True,0.060855,0.9,main_markup,eligibility,133.9,2023-06-15,0.014787,0.296191,0.314787,,,,,,,,,,,,,,0.020079,0.445061,127.026121,0.423566,True,0.465404,0.61042,0.023222,0.635214,0.0,0.75,0.044758,-0.009178,0.095145,-0.037232,0.10567,,,,,,,,,,,,,,0.020079,0.445061,127.026121,0.423566,True,0.472091,0.61042,0.012412,0.602784,0.0,0.75,0.044758,-0.017668,0.152686,-0.037232,0.10567,success,add_vs_hold,0.006647,0.194996,0.194175,0.185538,True,,True,-0.01419,-0.01419,-0.01419,0.04466,0.230769,0.269604,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-06-14,300308,2023-06-14,,
,,,add_vs_hold,False,0.060855,0.9,main_markup,eligibility,67.13,2023-06-15,-0.094593,0.196261,0.079175,,,,,,,,,,,,,,0.031348,0.515064,64.18652,0.50668,True,0.465404,0.633533,0.028738,0.685123,0.0,0.875,0.069919,-0.030357,0.098907,-0.044438,0.137994,,,,,,,,,,,,,,0.031348,0.515064,64.18652,0.50668,True,0.472091,0.633533,0.02444,0.682229,0.0,1.0,0.069919,-0.000911,0.216822,-0.044438,0.137994,success,add_vs_hold,-0.049605,0.166394,0.049307,0.185538,True,,True,-0.052882,-0.07478,-0.07478,0.01579,0.209295,0.209295,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-06-14,300502,2023-06-14,,
,,,add_vs_hold,False,0.102375,1.0,main_markup,eligibility,111.08,2023-09-25,-0.067069,0.011433,-0.001575,,,,,,,,,,,,,,0.040202,0.30351,105.991585,0.850031,True,0.465404,0.8827,0.035118,0.867766,0.0,0.875,0.133,0.004525,0.083435,-0.01587,0.156465,,,,,,,,,,,,,,0.040202,0.30351,105.991585,0.850031,True,0.472091,0.8827,0.028588,0.858176,0.0,1.0,0.133,0.040202,0.209986,-0.01587,0.156465,success,add_vs_hold,-0.032229,0.026918,-0.00018,0.152332,True,,True,-0.038531,-0.038531,-0.038531,0.007382,0.046093,0.074271,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-09-22,300308,2023-09-22,,
,,,add_vs_hold,False,0.102375,1.0,main_markup,eligibility,44.05,2023-09-25,-0.050851,0.014756,0.024064,,,,,,,,,,,,,,0.017548,0.260844,43.154367,0.904982,True,0.465404,0.92233,0.022957,0.818784,0.0,0.875,0.116808,0.003145,0.073557,-0.008879,0.129073,,,,,,,,,,,,,,0.017548,0.260844,43.154367,0.904982,True,0.472091,0.92233,0.01882,0.816373,0.0,1.0,0.116808,0.029276,0.176335,-0.008879,0.129073,success,add_vs_hold,-0.030647,0.023837,0.020885,0.152332,True,,True,-0.036322,-0.036322,-0.036322,0.032236,0.054484,0.079001,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-09-22,300502,2023-09-22,,
,,,add_vs_hold,False,0.07548,0.8,main_markup,eligibility,117.24,2023-12-11,0.015097,-0.05928,-0.117195,,,,,,,,,,,,,,0.015533,0.413881,112.933577,0.654062,True,0.465404,0.793328,0.035426,0.77455,0.0,0.875,0.085018,-0.008388,0.120106,-0.023774,0.129984,,,,,,,,,,,,,,0.015533,0.413881,112.933577,0.654062,True,0.472091,0.793328,0.02743,0.760562,0.0,1.0,0.085018,0.000855,0.226787,-0.023774,0.129984,success,add_vs_hold,0.024821,-0.032753,-0.061327,0.166214,True,,True,-0.025759,-0.044695,-0.074036,0.032071,0.036336,0.036336,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-12-08,300308,2023-12-08,,
,,,add_vs_hold,False,0.07548,0.8,main_markup,eligibility,53.0,2023-12-11,0.058585,-0.028585,-0.066038,,,,,,,,,,,,,,0.002378,0.397136,53.881851,0.472742,True,0.465404,0.574495,0.015553,0.582868,0.0,0.875,0.07451,-0.050754,0.121106,-0.057934,0.157612,,,,,,,,,,,,,,0.002378,0.397136,53.881851,0.472742,True,0.472091,0.574495,0.006342,0.565235,0.0,1.0,0.07451,-0.020379,0.212537,-0.057934,0.157612,success,add_vs_hold,0.043019,-0.011698,-0.037736,0.166214,True,,True,-0.007925,-0.040377,-0.054528,0.046981,0.046981,0.052453,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2023-12-08,300502,2023-12-08,,
,,,add_vs_hold,True,0.076915,0.9,main_markup,eligibility,123.1,2024-02-07,0.011738,0.34476,0.367953,,,,,,,,,,,,,,0.070186,0.393946,118.198847,0.949945,True,0.465404,1.0,0.048676,0.975137,0.0,1.0,0.128502,0.038158,0.119509,0.0,0.135273,,,,,,,,,,,,,,0.070186,0.393946,118.198847,0.949945,True,0.472091,1.0,0.04787,0.975137,0.0,1.0,0.128502,0.038762,0.17191,0.0,0.135273,success,add_vs_hold,0.012266,0.238018,0.218197,0.182393,True,,True,-0.012266,-0.012266,-0.012266,0.023477,0.238018,0.324045,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2024-02-06,300308,2024-02-06,,
,,,add_vs_hold,True,0.076915,0.9,main_markup,eligibility,51.29,2024-02-07,0.037044,0.419088,0.295087,,,,,,,,,,,,,,0.058007,0.390563,49.173257,0.933165,True,0.465404,0.933165,0.044411,0.924425,0.0,0.75,0.166667,0.013897,0.094977,-0.010128,0.178604,,,,,,,,,,,,,,0.058007,0.390563,49.173257,0.933165,True,0.472091,0.933165,0.042783,0.924425,0.0,0.75,0.166667,0.018082,0.155889,-0.010128,0.178604,success,add_vs_hold,0.027491,0.284461,0.16046,0.182393,True,,True,-0.007604,-0.007604,-0.007604,0.034315,0.284461,0.284461,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2024-02-06,300502,2024-02-06,,
