execution_trade_date,signal_trade_date,symbol,action,reason,quantity,execution_price,notional,weight_vs_initial_capital,commission,stamp_tax,slippage,total_cost
20251120,20251119,600879,add,phase_geometry_preheat_probe,1800,10.77,19386.0,0.019386,5.8158,0.0,9.693,15.5088
20251120,20251119,002465,open,phase_geometry_preheat_probe,3400,11.69,39746.0,0.039746,11.9238,0.0,19.873,31.7968
20251120,20251119,002085,open,phase_geometry_preheat_probe,2500,15.87,39675.0,0.039675,11.9025,0.0,19.8375,31.74
20251121,20251120,300045,reduce,tail_derisk_weak_drift_chop_proxy,200,22.26,4452.0,0.004452,5.0,4.452,2.226,11.678
20251121,20251120,601698,reduce,tail_derisk_weak_drift_chop_proxy,900,20.51,18459.0,0.018459,5.5377,18.459,9.2295,33.2262
20251121,20251120,002085,reduce,tail_derisk_weak_drift_chop_proxy,1200,15.28,18336.0,0.018336,5.5008,18.336,9.168,33.0048
20251121,20251120,600118,reduce,tail_derisk_weak_drift_chop_proxy,400,40.44,16176.0,0.016176,5.0,16.176,8.088,29.264
20251121,20251120,688523,reduce,tail_derisk_weak_drift_chop_proxy,300,25.56,7668.0,0.007668,5.0,7.668,3.834,16.502
20251121,20251120,688066,reduce,tail_derisk_weak_drift_chop_proxy,200,23.58,4716.0,0.004716,5.0,4.716,2.358,12.074
20251121,20251120,688568,reduce,tail_derisk_weak_drift_chop_proxy,100,39.5,3950.0,0.00395,5.0,3.95,1.975,10.925
20251121,20251120,000738,reduce,tail_derisk_weak_drift_chop_proxy,500,18.8,9400.0,0.0094,5.0,9.4,4.7,19.1
20251121,20251120,003009,reduce,tail_derisk_weak_drift_chop_proxy,200,48.58,9716.0,0.009716,5.0,9.716,4.858,19.574
20251121,20251120,600879,reduce,tail_derisk_weak_drift_chop_proxy,1800,10.64,19152.0,0.019152,5.7456,19.152,9.576,34.4736
20251121,20251120,002465,reduce,tail_derisk_weak_drift_chop_proxy,1700,11.65,19805.0,0.019805,5.9415,19.805,9.9025,35.649
20251121,20251120,002465,add,phase_geometry_preheat_probe,1700,11.65,19805.0,0.019805,5.9415,0.0,9.9025,15.844
20251121,20251120,002085,add,phase_geometry_preheat_probe,1300,15.28,19864.0,0.019864,5.9592,0.0,9.932,15.8912
20251121,20251120,600118,add,phase_geometry_preheat_probe,400,40.44,16176.0,0.016176,5.0,0.0,8.088,13.088
20251124,20251121,300045,reduce,tail_derisk_risk_off_deterioration_proxy,100,21.85,2185.0,0.002185,5.0,2.185,1.0925,8.2775
20251124,20251121,601698,reduce,tail_derisk_risk_off_deterioration_proxy,500,20.6,10300.0,0.0103,5.0,10.3,5.15,20.45
20251124,20251121,002085,reduce,tail_derisk_risk_off_deterioration_proxy,1300,15.5,20150.0,0.02015,6.045,20.15,10.075,36.27
20251124,20251121,600118,reduce,tail_derisk_risk_off_deterioration_proxy,400,40.64,16256.0,0.016256,5.0,16.256,8.128,29.384
20251124,20251121,688523,reduce,tail_derisk_risk_off_deterioration_proxy,200,25.28,5056.0,0.005056,5.0,5.056,2.528,12.584
20251124,20251121,688066,reduce,tail_derisk_risk_off_deterioration_proxy,100,23.1,2310.0,0.00231,5.0,2.31,1.155,8.465
20251124,20251121,688568,reduce,tail_derisk_risk_off_deterioration_proxy,100,40.95,4095.0,0.004095,5.0,4.095,2.0475,11.1425
20251124,20251121,000738,reduce,tail_derisk_risk_off_deterioration_proxy,300,18.7,5610.0,0.00561,5.0,5.61,2.805,13.415
20251124,20251121,003009,reduce,tail_derisk_risk_off_deterioration_proxy,100,50.39,5039.0,0.005039,5.0,5.039,2.5195,12.5585
20251124,20251121,600879,reduce,tail_derisk_risk_off_deterioration_proxy,900,10.53,9477.0,0.009477,5.0,9.477,4.7385,19.2155
20251124,20251121,002465,reduce,tail_derisk_risk_off_deterioration_proxy,1700,11.47,19499.0,0.019499,5.8497,19.499,9.7495,35.0982
20251124,20251121,300342,reduce,tail_derisk_risk_off_deterioration_proxy,1000,17.49,17490.0,0.01749,5.247,17.49,8.745,31.482
20251125,20251124,300045,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,22.94,2294.0,0.002294,5.0,2.294,1.147,8.441
20251125,20251124,601698,reduce,tail_derisk_sentiment_overdrive_transition_proxy,200,20.82,4164.0,0.004164,5.0,4.164,2.082,11.246
20251125,20251124,002085,reduce,tail_derisk_sentiment_overdrive_transition_proxy,600,15.6,9360.0,0.00936,5.0,9.36,4.68,19.04
20251125,20251124,600118,reduce,tail_derisk_sentiment_overdrive_transition_proxy,200,42.09,8418.0,0.008418,5.0,8.418,4.209,17.627
20251125,20251124,688066,close,tail_derisk_sentiment_overdrive_transition_proxy,100,23.92,2392.0,0.002392,5.0,2.392,1.196,8.588
20251125,20251124,688568,close,tail_derisk_sentiment_overdrive_transition_proxy,100,41.39,4139.0,0.004139,5.0,4.139,2.0695,11.2085
20251125,20251124,000738,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,19.32,1932.0,0.001932,5.0,1.932,0.966,7.898
20251125,20251124,003009,close,tail_derisk_sentiment_overdrive_transition_proxy,100,55.19,5519.0,0.005519,5.0,5.519,2.7595,13.2785
20251125,20251124,600879,reduce,tail_derisk_sentiment_overdrive_transition_proxy,500,11.0,5500.0,0.0055,5.0,5.5,2.75,13.25
20251125,20251124,002465,reduce,tail_derisk_sentiment_overdrive_transition_proxy,800,12.0,9600.0,0.0096,5.0,9.6,4.8,19.4
20251125,20251124,300342,reduce,tail_derisk_sentiment_overdrive_transition_proxy,500,18.0,9000.0,0.009,5.0,9.0,4.5,18.5
20251126,20251125,300045,close,tail_derisk_sentiment_overdrive_transition_proxy,100,23.4,2340.0,0.00234,5.0,2.34,1.17,8.51
20251126,20251125,601698,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,21.0,2100.0,0.0021,5.0,2.1,1.05,8.15
20251126,20251125,002085,reduce,tail_derisk_sentiment_overdrive_transition_proxy,300,15.61,4683.0,0.004683,5.0,4.683,2.3415,12.0245
20251126,20251125,600118,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,43.5,4350.0,0.00435,5.0,4.35,2.175,11.525
20251126,20251125,000738,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,19.42,1942.0,0.001942,5.0,1.942,0.971,7.913
20251126,20251125,600879,reduce,tail_derisk_sentiment_overdrive_transition_proxy,200,11.0,2200.0,0.0022,5.0,2.2,1.1,8.3
20251126,20251125,002465,reduce,tail_derisk_sentiment_overdrive_transition_proxy,400,12.13,4852.0,0.004852,5.0,4.852,2.426,12.278
20251126,20251125,300342,reduce,tail_derisk_sentiment_overdrive_transition_proxy,300,19.16,5748.0,0.005748,5.0,5.748,2.874,13.622
20251127,20251126,601698,reduce,tail_derisk_risk_off_deterioration_proxy,100,20.35,2035.0,0.002035,5.0,2.035,1.0175,8.0525
20251127,20251126,002085,reduce,tail_derisk_risk_off_deterioration_proxy,200,15.85,3170.0,0.00317,5.0,3.17,1.585,9.755
20251127,20251126,000738,close,tail_derisk_risk_off_deterioration_proxy,100,18.76,1876.0,0.001876,5.0,1.876,0.938,7.814
20251127,20251126,600879,reduce,tail_derisk_risk_off_deterioration_proxy,100,10.56,1056.0,0.001056,5.0,1.056,0.528,6.584
20251127,20251126,002465,reduce,tail_derisk_risk_off_deterioration_proxy,200,11.83,2366.0,0.002366,5.0,2.366,1.183,8.549
20251127,20251126,300342,reduce,tail_derisk_risk_off_deterioration_proxy,100,18.15,1815.0,0.001815,5.0,1.815,0.9075,7.7225
20251128,20251127,601698,close,tail_derisk_weak_drift_chop_proxy,100,20.47,2047.0,0.002047,5.0,2.047,1.0235,8.0705
20251128,20251127,002085,reduce,tail_derisk_weak_drift_chop_proxy,100,16.04,1604.0,0.001604,5.0,1.604,0.802,7.406
20251128,20251127,600118,reduce,tail_derisk_weak_drift_chop_proxy,100,42.21,4221.0,0.004221,5.0,4.221,2.1105,11.3315
20251128,20251127,688523,reduce,tail_derisk_weak_drift_chop_proxy,100,32.4,3240.0,0.00324,5.0,3.24,1.62,9.86
20251128,20251127,600879,reduce,tail_derisk_weak_drift_chop_proxy,100,10.68,1068.0,0.001068,5.0,1.068,0.534,6.602
20251128,20251127,002465,reduce,tail_derisk_weak_drift_chop_proxy,100,11.88,1188.0,0.001188,5.0,1.188,0.594,6.782
20251128,20251127,300342,reduce,tail_derisk_weak_drift_chop_proxy,100,18.77,1877.0,0.001877,5.0,1.877,0.9385,7.8155
20251128,20251127,688523,add,phase_geometry_preheat_probe,1100,32.4,35640.0,0.03564,10.692,0.0,17.82,28.512
20251201,20251128,002085,close,tail_derisk_sentiment_overdrive_transition_proxy,100,16.14,1614.0,0.001614,5.0,1.614,0.807,7.421
20251201,20251128,600118,close,tail_derisk_sentiment_overdrive_transition_proxy,100,43.79,4379.0,0.004379,5.0,4.379,2.1895,11.5685
20251201,20251128,600879,close,tail_derisk_sentiment_overdrive_transition_proxy,100,11.25,1125.0,0.001125,5.0,1.125,0.5625,6.6875
20251201,20251128,002465,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,12.12,1212.0,0.001212,5.0,1.212,0.606,6.818
20251201,20251128,688568,open,phase_geometry_preheat_probe,900,43.9,39510.0,0.03951,11.853,0.0,19.755,31.608
20251202,20251201,688568,reduce,tail_derisk_sentiment_overdrive_transition_proxy,400,44.01,17604.0,0.017604,5.2812,17.604,8.802,31.6872
20251202,20251201,002465,close,tail_derisk_sentiment_overdrive_transition_proxy,100,12.2,1220.0,0.00122,5.0,1.22,0.61,6.83
20251202,20251201,688568,add,phase_geometry_preheat_probe,400,44.01,17604.0,0.017604,5.2812,0.0,8.802,14.0832
20251203,20251202,688568,reduce,tail_derisk_sentiment_overdrive_transition_proxy,400,44.75,17900.0,0.0179,5.37,17.9,8.95,32.22
20251204,20251203,688066,open,phase_geometry_preheat_probe,1400,27.36,38304.0,0.038304,11.4912,0.0,19.152,30.6432
20251204,20251203,300342,add,phase_geometry_preheat_probe,1900,19.52,37088.0,0.037088,11.1264,0.0,18.544,29.6704
20251204,20251203,000738,open,phase_geometry_preheat_probe,2100,18.53,38913.0,0.038913,11.6739,0.0,19.4565,31.1304
20251205,20251204,688066,reduce,tail_derisk_weak_drift_chop_proxy,700,27.5,19250.0,0.01925,5.775,19.25,9.625,34.65
20251205,20251204,688568,reduce,tail_derisk_weak_drift_chop_proxy,200,43.98,8796.0,0.008796,5.0,8.796,4.398,18.194
20251205,20251204,000738,reduce,tail_derisk_weak_drift_chop_proxy,1000,18.71,18710.0,0.01871,5.613,18.71,9.355,33.678
20251205,20251204,300342,reduce,tail_derisk_weak_drift_chop_proxy,1000,20.82,20820.0,0.02082,6.246,20.82,10.41,37.476
20251205,20251204,600879,open,phase_geometry_preheat_probe,3300,12.01,39633.0,0.039633,11.8899,0.0,19.8165,31.7064
20251205,20251204,688066,add,phase_geometry_preheat_probe,700,27.5,19250.0,0.01925,5.775,0.0,9.625,15.4
20251205,20251204,300342,add,phase_geometry_preheat_probe,900,20.82,18738.0,0.018738,5.6214,0.0,9.369,14.9904
20251205,20251204,601698,open,phase_geometry_preheat_probe,1800,21.3,38340.0,0.03834,11.502,0.0,19.17,30.672
20251208,20251205,601698,reduce,tail_derisk_sentiment_overdrive_transition_proxy,900,22.3,20070.0,0.02007,6.021,20.07,10.035,36.126
20251208,20251205,688568,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,45.9,4590.0,0.00459,5.0,4.59,2.295,11.885
20251208,20251205,000738,reduce,tail_derisk_sentiment_overdrive_transition_proxy,500,19.15,9575.0,0.009575,5.0,9.575,4.7875,19.3625
20251208,20251205,002465,open,phase_geometry_preheat_full,5400,12.84,69336.0,0.069336,20.8008,0.0,34.668,55.4688
20251208,20251205,600879,add,phase_geometry_preheat_full,2100,12.96,27216.0,0.027216,8.1648,0.0,13.608,21.7728
20251208,20251205,003009,open,phase_geometry_preheat_full,1000,64.0,64000.0,0.064,19.2,0.0,32.0,51.2
20251208,20251205,688523,add,phase_geometry_preheat_full,300,43.8,13140.0,0.01314,5.0,0.0,6.57,11.57
20251208,20251205,601698,add,phase_geometry_preheat_full,2200,22.3,49060.0,0.04906,14.718,0.0,24.53,39.248
20251209,20251208,601698,reduce,tail_derisk_sentiment_overdrive_transition_proxy,1500,21.97,32955.0,0.032955,9.8865,32.955,16.4775,59.319
20251209,20251208,688066,reduce,tail_derisk_sentiment_overdrive_transition_proxy,700,28.79,20153.0,0.020153,6.0459,20.153,10.0765,36.2754
20251209,20251208,688568,reduce,tail_derisk_sentiment_overdrive_transition_proxy,100,44.97,4497.0,0.004497,5.0,4.497,2.2485,11.7455
20251209,20251208,000738,reduce,tail_derisk_sentiment_overdrive_transition_proxy,300,18.92,5676.0,0.005676,5.0,5.676,2.838,13.514
20251209,20251208,300045,open,phase_geometry_preheat_full,2900,23.96,69484.0,0.069484,20.8452,0.0,34.742,55.5872
20251209,20251208,600118,open,phase_geometry_preheat_full,1400,48.35,67690.0,0.06769,20.307,0.0,33.845,54.152
20251210,20251209,601698,reduce,tail_derisk_weak_drift_chop_proxy,800,21.91,17528.0,0.017528,5.2584,17.528,8.764,31.5504
20251210,20251209,688066,reduce,tail_derisk_weak_drift_chop_proxy,300,27.98,8394.0,0.008394,5.0,8.394,4.197,17.591
20251210,20251209,688568,close,tail_derisk_weak_drift_chop_proxy,100,44.83,4483.0,0.004483,5.0,4.483,2.2415,11.7245
20251210,20251209,000738,reduce,tail_derisk_weak_drift_chop_proxy,100,19.0,1900.0,0.0019,5.0,1.9,0.95,7.85
20251210,20251209,600879,reduce,tail_derisk_weak_drift_chop_proxy,2700,13.1,35370.0,0.03537,10.611,35.37,17.685,63.666
20251210,20251209,002465,reduce,tail_derisk_weak_drift_chop_proxy,2700,12.93,34911.0,0.034911,10.4733,34.911,17.4555,62.8398
20251210,20251209,002465,add,phase_geometry_preheat_full,2700,12.93,34911.0,0.034911,10.4733,0.0,17.4555,27.9288
20251210,20251209,600879,add,phase_geometry_preheat_full,2600,13.1,34060.0,0.03406,10.218,0.0,17.03,27.248
20251211,20251210,601698,reduce,tail_derisk_weak_drift_chop_proxy,400,23.23,9292.0,0.009292,5.0,9.292,4.646,18.938
20251211,20251210,688066,reduce,tail_derisk_weak_drift_chop_proxy,200,28.7,5740.0,0.00574,5.0,5.74,2.87,13.61
20251211,20251210,000738,reduce,tail_derisk_weak_drift_chop_proxy,100,19.38,1938.0,0.001938,5.0,1.938,0.969,7.907
20251211,20251210,002465,reduce,tail_derisk_weak_drift_chop_proxy,2700,13.3,35910.0,0.03591,10.773,35.91,17.955,64.638
20251211,20251210,300342,add,phase_geometry_preheat_full,1100,22.77,25047.0,0.025047,7.5141,0.0,12.5235,20.0376
20251212,20251211,601698,reduce,tail_derisk_weak_drift_chop_proxy,200,23.19,4638.0,0.004638,5.0,4.638,2.319,11.957
20251212,20251211,000738,close,tail_derisk_weak_drift_chop_proxy,100,19.29,1929.0,0.001929,5.0,1.929,0.9645,7.8935
20251212,20251211,002465,reduce,tail_derisk_weak_drift_chop_proxy,1300,13.6,17680.0,0.01768,5.304,17.68,8.84,31.824
20251216,20251215,688568,open,phase_geometry_preheat_full,1400,47.32,66248.0,0.066248,19.8744,0.0,33.124,52.9984
20251217,20251216,002465,reduce,tail_derisk_weak_drift_chop_proxy,700,13.0,9100.0,0.0091,5.0,9.1,4.55,18.65
20251217,20251216,688066,add,phase_geometry_preheat_full,2300,27.72,63756.0,0.063756,19.1268,0.0,31.878,51.0048
20251218,20251217,000738,open,phase_geometry_preheat_full,3600,19.25,69300.0,0.0693,20.79,0.0,34.65,55.44
20251219,20251218,000738,reduce,tail_derisk_sentiment_overdrive_transition_proxy,1800,19.71,35478.0,0.035478,10.6434,35.478,17.739,63.8604
20251219,20251218,000738,add,phase_geometry_preheat_full,1700,19.71,33507.0,0.033507,10.0521,0.0,16.7535,26.8056
20251219,20251218,002085,open,phase_geometry_preheat_full,4600,14.92,68632.0,0.068632,20.5896,0.0,34.316,54.9056
20251222,20251219,002085,reduce,tail_derisk_weak_drift_chop_proxy,2300,15.34,35282.0,0.035282,10.5846,35.282,17.641,63.5076
20251222,20251219,000738,reduce,tail_derisk_weak_drift_chop_proxy,1700,20.9,35530.0,0.03553,10.659,35.53,17.765,63.954
20251222,20251219,002465,reduce,tail_derisk_weak_drift_chop_proxy,300,13.28,3984.0,0.003984,5.0,3.984,1.992,10.976
20251222,20251219,002085,add,phase_geometry_preheat_full,2200,15.34,33748.0,0.033748,10.1244,0.0,16.874,26.9984
20251223,20251222,002085,reduce,tail_derisk_weak_drift_chop_proxy,2200,15.57,34254.0,0.034254,10.2762,34.254,17.127,61.6572
20251223,20251222,000738,reduce,tail_derisk_weak_drift_chop_proxy,900,20.32,18288.0,0.018288,5.4864,18.288,9.144,32.9184
20251223,20251222,002465,reduce,tail_derisk_weak_drift_chop_proxy,200,13.33,2666.0,0.002666,5.0,2.666,1.333,8.999
20251224,20251223,002085,reduce,tail_derisk_risk_off_deterioration_proxy,1100,15.25,16775.0,0.016775,5.0325,16.775,8.3875,30.195
20251224,20251223,000738,reduce,tail_derisk_risk_off_deterioration_proxy,400,19.9,7960.0,0.00796,5.0,7.96,3.98,16.94
20251229,20251226,002085,reduce,tail_derisk_weak_drift_chop_proxy,600,15.94,9564.0,0.009564,5.0,9.564,4.782,19.346
20251229,20251226,688523,reduce,tail_derisk_weak_drift_chop_proxy,700,42.0,29400.0,0.0294,8.82,29.4,14.7,52.92
20251229,20251226,688066,reduce,tail_derisk_weak_drift_chop_proxy,1200,30.4,36480.0,0.03648,10.944,36.48,18.24,65.664
20251229,20251226,000738,reduce,tail_derisk_weak_drift_chop_proxy,200,21.09,4218.0,0.004218,5.0,4.218,2.109,11.327
20251229,20251226,002465,reduce,tail_derisk_weak_drift_chop_proxy,100,13.85,1385.0,0.001385,5.0,1.385,0.6925,7.0775
20251230,20251229,002085,reduce,tail_derisk_weak_drift_chop_proxy,300,15.81,4743.0,0.004743,5.0,4.743,2.3715,12.1145
20251230,20251229,688523,reduce,tail_derisk_weak_drift_chop_proxy,400,52.98,21192.0,0.021192,6.3576,21.192,10.596,38.1456
20251230,20251229,688066,reduce,tail_derisk_weak_drift_chop_proxy,600,32.0,19200.0,0.0192,5.76,19.2,9.6,34.56
20251230,20251229,000738,reduce,tail_derisk_weak_drift_chop_proxy,100,20.85,2085.0,0.002085,5.0,2.085,1.0425,8.1275
20251230,20251229,002465,close,tail_derisk_weak_drift_chop_proxy,100,15.0,1500.0,0.0015,5.0,1.5,0.75,7.25
20251231,20251230,002085,reduce,tail_derisk_weak_drift_chop_proxy,100,15.97,1597.0,0.001597,5.0,1.597,0.7985,7.3955
20251231,20251230,688523,reduce,tail_derisk_weak_drift_chop_proxy,200,49.29,9858.0,0.009858,5.0,9.858,4.929,19.787
20251231,20251230,688066,reduce,tail_derisk_weak_drift_chop_proxy,300,31.01,9303.0,0.009303,5.0,9.303,4.6515,18.9545
20251231,20251230,000738,reduce,tail_derisk_weak_drift_chop_proxy,100,20.71,2071.0,0.002071,5.0,2.071,1.0355,8.1065
20260106,20260105,002085,reduce,tail_derisk_weak_drift_chop_proxy,100,16.22,1622.0,0.001622,5.0,1.622,0.811,7.433
20260106,20260105,688523,reduce,tail_derisk_weak_drift_chop_proxy,100,60.0,6000.0,0.006,5.0,6.0,3.0,14.0
20260106,20260105,688066,reduce,tail_derisk_weak_drift_chop_proxy,200,31.23,6246.0,0.006246,5.0,6.246,3.123,14.369
20260106,20260105,000738,close,tail_derisk_weak_drift_chop_proxy,100,21.2,2120.0,0.00212,5.0,2.12,1.06,8.18
20260108,20260107,002085,close,tail_derisk_risk_off_deterioration_proxy,100,16.02,1602.0,0.001602,5.0,1.602,0.801,7.403
20260108,20260107,688523,close,tail_derisk_risk_off_deterioration_proxy,100,73.57,7357.0,0.007357,5.0,7.357,3.6785,16.0355
20260113,20260112,000738,open,phase_geometry_impulse_full,4000,24.65,98600.0,0.0986,29.58,0.0,49.3,78.88
20260113,20260112,601698,add,phase_geometry_impulse_full,1600,53.87,86192.0,0.086192,25.8576,0.0,43.096,68.9536
20260115,20260114,000738,reduce,tail_derisk_weak_drift_chop_proxy,3000,21.9,65700.0,0.0657,19.71,65.7,32.85,118.26
20260119,20260116,000738,close,tail_derisk_risk_off_deterioration_proxy,1000,21.25,21250.0,0.02125,6.375,21.25,10.625,38.25
20260120,20260119,300045,reduce,tail_derisk_weak_drift_chop_proxy,2100,30.7,64470.0,0.06447,19.341,64.47,32.235,116.046
20260120,20260119,601698,reduce,tail_derisk_weak_drift_chop_proxy,1300,39.79,51727.0,0.051727,15.5181,51.727,25.8635,93.1086
20260120,20260119,600118,reduce,tail_derisk_weak_drift_chop_proxy,1000,105.99,105990.0,0.10599,31.797,105.99,52.995,190.782
20260120,20260119,003009,reduce,tail_derisk_weak_drift_chop_proxy,700,75.0,52500.0,0.0525,15.75,52.5,26.25,94.5
20260120,20260119,600879,reduce,tail_derisk_weak_drift_chop_proxy,3900,27.01,105339.0,0.105339,31.6017,105.339,52.6695,189.6102
20260120,20260119,300342,reduce,tail_derisk_weak_drift_chop_proxy,2200,57.61,126742.0,0.126742,38.0226,126.742,63.371,228.1356
20260121,20260120,003009,close,tail_derisk_risk_off_deterioration_proxy,300,70.0,21000.0,0.021,6.3,21.0,10.5,37.8
20260126,20260123,600118,reduce,tail_derisk_impulse_target,300,107.65,32295.0,0.032295,9.6885,32.295,16.1475,58.131
20260126,20260123,688568,reduce,tail_derisk_impulse_target,1000,82.01,82010.0,0.08201,24.603,82.01,41.005,147.618
20260126,20260123,600879,reduce,tail_derisk_impulse_target,1000,30.0,30000.0,0.03,9.0,30.0,15.0,54.0
20260126,20260123,300342,reduce,tail_derisk_impulse_target,600,60.0,36000.0,0.036,10.8,36.0,18.0,64.8
20260126,20260123,000738,open,phase_geometry_impulse_full,4000,24.88,99520.0,0.09952,29.856,0.0,49.76,79.616
20260126,20260123,300045,add,phase_geometry_impulse_full,2400,31.01,74424.0,0.074424,22.3272,0.0,37.212,59.5392
20260126,20260123,300342,add,phase_geometry_impulse_full,1400,60.0,84000.0,0.084,25.2,0.0,42.0,67.2
20260126,20260123,601698,add,phase_geometry_impulse_full,2000,40.0,80000.0,0.08,24.0,0.0,40.0,64.0
20260213,20260212,688066,reduce,tail_derisk_weak_drift_chop_proxy,100,23.73,2373.0,0.002373,5.0,2.373,1.1865,8.5595
20260213,20260212,688568,reduce,tail_derisk_weak_drift_chop_proxy,300,66.25,19875.0,0.019875,5.9625,19.875,9.9375,35.775
20260224,20260213,300045,close,tail_derisk_weak_drift_chop_proxy,3200,26.9,86080.0,0.08608,25.824,86.08,43.04,154.944
20260224,20260213,688066,close,tail_derisk_weak_drift_chop_proxy,100,24.5,2450.0,0.00245,5.0,2.45,1.225,8.675
20260224,20260213,688568,close,tail_derisk_weak_drift_chop_proxy,100,65.42,6542.0,0.006542,5.0,6.542,3.271,14.813
20260224,20260213,300342,close,tail_derisk_weak_drift_chop_proxy,1600,45.87,73392.0,0.073392,22.0176,73.392,36.696,132.1056
20260225,20260224,601698,close,tail_derisk_weak_drift_chop_proxy,2500,35.73,89325.0,0.089325,26.7975,89.325,44.6625,160.785
